Time(sec),Force(g),Displacement(mm),Angle(deg),Target_Force(g)
0.628,0.000,0.000,0.49,0.78
0.628,0.000,0.000,0.49,0.78
0.637,0.000,0.000,0.49,0.77
0.637,0.000,0.000,0.49,0.77
0.654,0.000,0.000,0.48,0.76
0.654,0.000,0.000,0.48,0.76
0.698,0.000,0.000,0.48,0.75
0.699,0.000,0.000,0.48,0.75
0.699,0.000,0.000,0.47,0.74
0.699,0.000,0.000,0.47,0.74
0.700,0.000,0.000,0.47,0.74
0.700,0.000,0.000,0.47,0.74
0.725,0.000,0.000,0.48,0.75
0.725,0.000,0.000,0.48,0.75
0.732,0.000,0.000,0.50,0.78
0.732,0.000,0.000,0.50,0.78
0.748,0.000,0.000,0.56,0.87
0.748,0.000,0.000,0.56,0.87
0.775,0.000,0.000,0.61,0.94
0.775,0.000,0.000,0.61,0.94
0.780,0.000,0.000,0.67,1.03
0.780,0.000,0.000,0.67,1.03
0.797,0.000,0.000,0.73,1.13
0.797,0.000,0.000,0.73,1.13
0.828,0.000,0.000,0.84,1.29
0.828,0.000,0.000,0.84,1.29
0.830,0.000,0.000,0.94,1.43
0.830,0.000,0.000,0.94,1.43
0.845,0.000,0.000,1.16,1.75
0.845,0.000,0.000,1.16,1.75
0.867,0.000,0.000,1.43,2.12
0.867,0.000,0.000,1.43,2.12
0.879,0.000,0.000,1.73,2.53
0.879,0.000,0.000,1.73,2.53
0.893,0.000,0.000,2.03,2.92
0.893,0.000,0.000,2.03,2.92
0.909,0.000,0.000,2.34,3.32
0.909,0.000,0.000,2.34,3.32
0.929,0.000,0.000,2.73,3.85
0.929,0.000,0.000,2.73,3.85
0.941,0.000,0.000,3.34,4.55
0.941,0.000,0.000,3.34,4.55
0.957,0.000,0.000,4.05,5.37
0.957,0.000,0.000,4.05,5.37
1.011,0.000,0.000,4.67,6.15
1.011,0.000,0.000,4.67,6.15
1.014,0.000,0.000,5.19,6.68
1.014,0.000,0.000,5.19,6.68
1.017,0.000,0.000,5.69,7.19
1.017,0.000,0.000,5.69,7.19
1.032,0.000,0.000,6.27,8.00
1.032,0.000,0.000,6.27,8.00
1.053,0.000,0.000,7.09,9.10
1.053,0.000,0.000,7.09,9.10
1.055,0.000,0.000,8.11,9.68
1.055,0.000,0.000,8.11,9.68
1.080,0.000,0.000,9.01,10.64
1.080,0.000,0.000,9.01,10.64
1.096,0.000,0.000,9.76,11.44
1.096,0.000,0.000,9.76,11.44
1.100,0.000,0.000,10.40,12.03
1.100,0.000,0.000,10.40,12.03
1.157,0.000,0.000,11.03,12.76
1.157,0.000,0.000,11.03,12.76
1.157,0.000,0.000,11.70,14.35
1.157,0.000,0.000,11.70,14.35
1.158,0.000,0.000,12.40,15.14
1.158,0.000,0.000,12.40,15.14
1.182,0.000,0.000,13.11,15.86
1.182,0.000,0.000,13.11,15.86
1.184,0.000,0.000,13.95,16.81
1.184,0.000,0.000,13.95,16.81
1.197,0.000,0.000,14.86,17.37
1.197,0.000,0.000,14.86,17.37
1.227,0.000,0.000,15.82,18.03
1.227,0.000,0.000,15.82,18.03
1.228,0.000,0.000,16.75,18.89
1.228,0.000,0.000,16.75,18.89
1.244,0.000,0.000,17.68,19.71
1.244,0.000,0.000,17.68,19.71
1.267,0.000,0.000,18.48,20.52
1.267,0.000,0.000,18.48,20.52
1.279,0.000,0.000,19.18,21.58
1.279,0.000,0.000,19.18,21.58
1.292,0.000,0.000,19.77,22.50
1.292,0.000,0.000,19.77,22.50
1.309,0.000,0.000,20.33,23.60
1.309,0.000,0.000,20.33,23.60
1.329,0.000,0.000,20.90,24.70
1.329,0.000,0.000,20.90,24.70
1.341,0.000,0.000,21.50,25.54
1.341,0.000,0.000,21.50,25.54
1.356,0.000,0.000,22.11,26.21
1.356,0.000,0.000,22.11,26.21
1.383,0.000,0.000,22.63,26.98
1.383,0.000,0.000,22.63,26.98
1.389,0.000,0.000,23.03,27.61
1.389,0.000,0.000,23.03,27.61
1.405,0.000,0.000,23.41,28.27
1.405,0.000,0.000,23.41,28.27
1.427,0.000,0.000,23.77,29.06
1.427,0.000,0.000,23.77,29.06
1.436,0.000,0.000,24.11,29.90
1.436,0.000,0.000,24.11,29.90
1.454,0.000,0.000,24.43,30.58
1.454,0.000,0.000,24.43,30.58
1.504,0.000,0.000,24.78,31.02
1.504,0.000,0.000,24.78,31.02
1.504,0.000,0.000,25.16,31.60
1.504,0.000,0.000,25.16,31.60
1.505,0.000,0.000,25.63,31.39
1.505,0.000,0.000,25.63,31.39
1.529,0.000,0.000,26.18,31.55
1.529,0.000,0.000,26.18,31.55
1.533,0.000,0.000,26.72,31.47
1.533,0.000,0.000,26.72,31.47
1.549,0.000,0.000,27.26,31.59
1.549,0.000,0.000,27.26,31.59
1.585,0.000,0.000,27.83,31.60
1.585,0.000,0.000,27.83,31.60
1.595,0.000,0.000,28.33,32.32
1.595,0.000,0.000,28.33,32.32
1.597,0.000,0.000,28.91,32.67
1.597,0.000,0.000,28.91,32.67
1.628,0.000,0.000,29.65,33.00
1.628,0.000,0.000,29.65,33.00
1.630,0.000,0.000,30.39,33.13
1.630,0.000,0.000,30.39,33.13
1.644,0.000,0.000,31.19,33.20
1.644,0.000,0.000,31.19,33.20
1.667,0.000,0.000,32.02,33.25
1.667,0.000,0.000,32.02,33.25
1.680,0.000,0.000,32.88,33.45
1.680,0.000,0.000,32.88,33.45
1.693,0.000,0.000,33.81,33.42
1.693,0.000,0.000,33.81,33.42
1.717,0.000,0.000,34.81,33.71
1.717,0.000,0.000,34.81,33.71
1.729,0.000,0.000,35.77,34.15
1.729,0.000,0.000,35.77,34.15
1.741,0.000,0.000,36.67,34.03
1.741,0.000,0.000,36.67,34.03
1.757,0.000,0.000,37.56,34.31
1.758,0.000,0.000,37.56,34.31
1.819,0.000,0.000,38.42,35.17
1.819,0.000,0.000,38.42,35.17
1.819,0.000,0.000,39.31,35.91
1.819,0.000,0.000,39.31,35.91
1.819,0.000,0.000,40.28,35.50
1.819,0.000,0.000,40.28,35.50
1.834,0.000,0.000,41.26,36.03
1.834,0.000,0.000,41.26,36.03
1.846,0.000,0.000,42.16,36.17
1.846,0.000,0.000,42.16,36.17
1.853,0.000,0.000,43.00,36.24
1.853,0.000,0.000,43.00,36.24
1.878,0.000,0.000,43.84,36.36
1.878,0.000,0.000,43.84,36.36
1.885,0.000,0.000,44.58,37.35
1.885,0.000,0.000,44.58,37.35
1.901,0.000,0.000,45.26,38.13
1.901,0.000,0.000,45.26,38.13
1.959,0.000,0.000,45.90,38.84
1.959,0.000,0.000,45.90,38.84
1.964,0.000,0.000,46.42,40.17
1.964,0.000,0.000,46.42,40.17
1.964,0.000,0.000,46.83,40.20
1.964,0.000,0.000,46.83,40.20
1.974,0.000,0.000,47.14,41.27
1.974,0.000,0.000,47.14,41.27
1.985,0.000,0.000,47.37,42.50
1.985,0.000,0.000,47.37,42.50
1.996,0.000,0.000,47.60,43.50
1.996,0.000,0.000,47.60,43.50
2.029,0.000,0.000,47.82,43.81
2.029,0.000,0.000,47.82,43.81
2.031,0.000,0.000,48.13,45.18
2.031,0.000,0.000,48.13,45.18
2.045,0.000,0.000,48.70,44.54
2.045,0.000,0.000,48.70,44.54
2.068,0.000,0.000,49.21,43.78
2.068,0.000,0.000,49.21,43.78
2.080,0.000,0.000,49.78,43.15
2.080,0.000,0.000,49.78,43.15
2.093,0.000,0.000,51.14,39.74
2.093,0.000,0.000,51.14,39.74
2.110,0.000,0.000,52.72,37.26
2.110,0.000,0.000,52.72,37.26
2.129,0.000,0.000,54.08,36.07
2.129,0.000,0.000,54.08,36.07
2.140,0.000,0.000,55.14,35.22
2.141,0.000,0.000,55.14,35.22
2.157,0.000,0.000,55.77,35.06
2.157,0.000,0.000,55.77,35.06
2.215,0.000,0.000,56.15,36.87
2.215,0.000,0.000,56.15,36.87
2.215,0.000,0.000,56.36,39.43
2.215,0.000,0.000,56.36,39.43
2.215,0.000,0.000,56.58,42.22
2.215,0.000,0.000,56.58,42.22
2.235,0.000,0.000,56.91,44.29
2.235,0.000,0.000,56.91,44.29
2.237,0.000,0.000,57.34,44.43
2.237,0.000,0.000,57.34,44.43
2.253,0.000,0.000,57.83,44.05
2.253,0.000,0.000,57.83,44.05
2.284,0.000,0.000,58.53,42.97
2.284,0.000,0.000,58.53,42.97
2.286,0.000,0.000,59.42,40.68
2.286,0.000,0.000,59.42,40.68
2.300,0.000,0.000,60.40,39.22
2.300,0.000,0.000,60.40,39.22
2.327,0.000,0.000,61.47,38.52
2.327,0.000,0.000,61.47,38.52
2.333,0.000,0.000,62.47,37.29
2.333,0.000,0.000,62.47,37.29
2.349,0.000,0.000,63.34,36.85
2.349,0.000,0.000,63.34,36.85
2.375,0.000,0.000,64.08,37.55
2.375,0.000,0.000,64.08,37.55
2.380,0.000,0.000,64.69,38.12
2.380,0.000,0.000,64.69,38.12
2.396,0.000,0.000,65.30,38.70
2.396,0.000,0.000,65.30,38.70
2.429,0.000,0.000,65.86,40.23
2.429,0.000,0.000,65.86,40.23
2.430,0.000,0.000,66.33,40.72
2.430,0.000,0.000,66.33,40.72
2.445,0.000,0.000,66.65,41.60
2.445,0.000,0.000,66.65,41.60
2.466,0.000,0.000,66.87,42.84
2.466,0.000,0.000,66.87,42.84
2.477,0.000,0.000,67.01,44.17
2.477,0.000,0.000,67.01,44.17
2.493,0.000,0.000,67.40,44.26
2.493,0.000,0.000,67.40,44.26
2.509,0.000,0.000,67.71,45.29
2.509,0.000,0.000,67.71,45.29
2.528,0.000,0.000,68.24,44.80
2.528,0.000,0.000,68.24,44.80
2.541,0.000,0.000,68.89,43.35
2.541,0.000,0.000,68.89,43.35
2.557,0.000,0.000,69.58,41.90
2.557,0.000,0.000,69.58,41.90
2.600,0.000,0.000,70.30,41.18
2.600,0.000,0.000,70.30,41.18
2.601,0.000,0.000,71.11,40.17
2.601,0.000,0.000,71.11,40.17
2.605,0.000,0.000,71.95,39.05
2.605,0.000,0.000,71.95,39.05
2.623,0.000,0.000,72.81,38.74
2.623,0.000,0.000,72.81,38.74
2.637,0.000,0.000,73.59,38.59
2.637,0.000,0.000,73.59,38.59
2.653,0.000,0.000,74.15,38.83
2.653,0.000,0.000,74.15,38.83
2.673,0.000,0.000,74.50,39.74
2.673,0.000,0.000,74.50,39.74
2.685,0.000,0.000,74.78,41.31
2.685,0.000,0.000,74.78,41.31
2.700,0.000,0.000,75.13,42.66
2.700,0.000,0.000,75.13,42.66
2.725,0.000,0.000,75.50,43.86
2.725,0.000,0.000,75.50,43.86
2.732,0.000,0.000,75.80,44.42
2.732,0.000,0.000,75.80,44.42
2.749,0.000,0.000,76.12,44.48
2.749,0.000,0.000,76.12,44.48
2.774,0.000,0.000,76.34,44.76
2.774,0.000,0.000,76.34,44.76
2.780,0.000,0.000,76.59,45.00
2.780,0.000,0.000,76.59,45.00
2.797,0.000,0.000,76.78,45.41
2.797,0.000,0.000,76.78,45.41
2.829,0.000,0.000,76.92,46.13
2.829,0.000,0.000,76.92,46.13
2.831,0.000,0.000,77.00,46.81
2.831,0.000,0.000,77.00,46.81
2.844,0.000,0.000,77.08,47.23
2.844,0.000,0.000,77.08,47.23
2.867,0.000,0.000,77.17,47.82
2.867,0.000,0.000,77.17,47.82
2.879,0.000,0.000,77.33,47.92
2.879,0.000,0.000,77.33,47.92
2.892,0.000,0.000,77.49,47.77
2.892,0.000,0.000,77.49,47.77
2.910,0.000,0.000,77.62,47.62
2.910,0.000,0.000,77.62,47.62
2.929,0.000,0.000,77.67,47.78
2.929,0.000,0.000,77.67,47.78
2.940,0.000,0.000,77.69,47.97
2.940,0.000,0.000,77.69,47.97
2.957,0.000,0.000,77.79,48.17
2.957,0.000,0.000,77.79,48.17
2.977,0.000,0.000,78.03,47.98
2.977,0.000,0.000,78.03,47.98
2.989,0.000,0.000,78.66,46.33
2.989,0.000,0.000,78.66,46.33
3.004,0.000,0.000,79.75,43.18
3.004,0.000,0.000,79.75,43.18
3.026,0.000,0.000,80.53,41.42
3.026,0.000,0.000,80.53,41.42
3.037,0.000,0.000,81.12,40.11
3.037,0.000,0.000,81.12,40.11
3.052,0.000,0.000,81.31,40.19
3.052,0.000,0.000,81.31,40.19
3.075,0.000,0.000,81.38,41.56
3.075,0.000,0.000,81.38,41.56
3.085,0.000,0.000,81.39,44.56
3.085,0.000,0.000,81.39,44.56
3.100,0.000,0.000,81.37,46.76
3.100,0.000,0.000,81.37,46.76
3.125,0.000,0.000,81.36,48.89
3.125,0.000,0.000,81.36,48.89
3.132,0.000,0.000,81.42,49.38
3.132,0.000,0.000,81.42,49.38
3.148,0.000,0.000,81.55,49.12
3.148,0.000,0.000,81.55,49.12
3.178,0.000,0.000,81.75,48.60
3.178,0.000,0.000,81.75,48.60
3.180,0.000,0.000,81.92,47.83
3.180,0.000,0.000,81.92,47.83
3.197,0.000,0.000,81.99,47.61
3.197,0.000,0.000,81.99,47.61
3.236,0.000,0.000,81.99,47.80
3.236,0.000,0.000,81.99,47.80
3.251,0.000,0.000,82.07,48.07
3.251,0.000,0.000,82.07,48.07
3.252,0.000,0.000,82.08,48.58
3.252,0.000,0.000,82.08,48.58
3.268,0.000,0.000,82.25,48.56
3.268,0.000,0.000,82.25,48.56
3.277,0.000,0.000,82.27,48.72
3.277,0.000,0.000,82.27,48.72
3.293,0.000,0.000,82.29,48.65
3.293,0.000,0.000,82.29,48.65
3.316,0.000,0.000,82.30,48.82
3.316,0.000,0.000,82.30,48.82
3.327,0.000,0.000,82.33,48.73
3.327,0.000,0.000,82.33,48.73
3.341,0.000,0.000,82.54,48.75
3.341,0.000,0.000,82.54,48.75
3.357,0.000,0.000,82.70,48.26
3.357,0.000,0.000,82.70,48.26
3.377,0.000,0.000,82.94,47.64
3.377,0.000,0.000,82.94,47.64
3.389,0.000,0.000,82.91,47.80
3.389,0.000,0.000,82.91,47.80
3.404,0.000,0.000,83.04,47.45
3.404,0.000,0.000,83.04,47.45
3.429,0.000,0.000,83.10,47.95
3.429,0.000,0.000,83.10,47.95
3.437,0.000,0.000,83.14,48.37
3.437,0.000,0.000,83.14,48.37
3.454,0.000,0.000,83.30,48.54
3.454,0.000,0.000,83.30,48.54
3.494,0.000,0.000,83.48,47.77
3.495,0.000,0.000,83.48,47.77
3.495,0.000,0.000,83.68,47.64
3.495,0.000,0.000,83.68,47.64
3.501,0.000,0.000,83.88,47.16
3.501,0.000,0.000,83.88,47.16
3.526,0.000,0.000,84.00,46.92
3.526,0.000,0.000,84.00,46.92
3.533,0.000,0.000,83.94,47.64
3.533,0.000,0.000,83.94,47.64
3.549,0.000,0.000,83.95,48.27
3.549,0.000,0.000,83.95,48.27
3.578,0.000,0.000,84.00,48.71
3.578,0.000,0.000,84.00,48.71
3.581,0.000,0.000,83.91,49.79
3.581,0.000,0.000,83.91,49.79
3.596,0.000,0.000,83.93,50.09
3.596,0.000,0.000,83.93,50.09
3.631,0.000,0.000,83.99,49.65
3.631,0.000,0.000,83.99,49.65
3.633,0.000,0.000,83.98,49.68
3.633,0.000,0.000,83.98,49.68
3.644,0.000,0.000,83.88,50.31
3.644,0.000,0.000,83.88,50.31
3.667,0.000,0.000,83.91,49.82
3.667,0.000,0.000,83.91,49.82
3.679,0.000,0.000,83.94,49.82
3.679,0.000,0.000,83.94,49.82
3.694,0.000,0.000,83.96,49.96
3.694,0.000,0.000,83.96,49.96
3.709,0.000,0.000,83.96,49.90
3.709,0.000,0.000,83.96,49.90
3.728,0.000,0.000,83.86,49.77
3.728,0.000,0.000,83.86,49.77
3.741,0.000,0.000,83.63,50.81
3.741,0.000,0.000,83.63,50.81
3.757,0.000,0.000,83.39,51.75
3.757,0.000,0.000,83.39,51.75
3.780,0.000,0.000,83.15,52.57
3.780,0.000,0.000,83.15,52.57
3.788,0.000,0.000,82.87,54.01
3.788,0.000,0.000,82.87,54.01
3.805,0.000,0.000,82.42,55.43
3.805,0.000,0.000,82.42,55.43
3.829,0.000,0.000,81.80,56.81
3.829,0.000,0.000,81.80,56.81
3.836,0.000,0.000,81.08,59.04
3.836,0.000,0.000,81.08,59.04
3.853,0.000,0.000,80.30,61.47
3.853,0.000,0.000,80.30,61.47
3.878,0.000,0.000,79.60,62.71
3.879,0.000,0.000,79.60,62.71
3.884,0.000,0.000,78.95,64.19
3.884,0.000,0.000,78.95,64.19
3.900,0.000,0.000,78.34,64.28
3.900,0.000,0.000,78.34,64.28
3.929,0.000,0.000,77.71,63.43
3.929,0.000,0.000,77.71,63.43
3.933,0.000,0.000,76.98,63.49
3.933,0.000,0.000,76.98,63.49
3.949,0.000,0.000,76.21,64.13
3.949,0.000,0.000,76.21,64.13
3.977,0.000,0.000,75.39,64.15
3.977,0.000,0.000,75.39,64.15
3.981,0.000,0.000,74.61,65.22
3.981,0.000,0.000,74.61,65.22
3.997,0.000,0.000,73.77,66.57
3.997,0.000,0.000,73.77,66.57
4.029,0.000,0.000,72.88,66.98
4.029,0.000,0.000,72.88,66.98
4.031,0.000,0.000,71.99,67.54
4.031,0.000,0.000,71.99,67.54
4.045,0.000,0.000,71.20,67.98
4.045,0.000,0.000,71.20,67.98
4.075,0.000,0.000,70.38,67.68
4.075,0.000,0.000,70.38,67.68
4.081,0.000,0.000,69.47,67.38
4.081,0.000,0.000,69.47,67.38
4.092,0.000,0.000,68.43,69.87
4.092,0.000,0.000,68.43,69.87
4.110,0.000,0.000,67.36,70.52
4.110,0.000,0.000,67.36,70.52
4.130,0.000,0.000,66.38,70.98
4.130,0.000,0.000,66.38,70.98
4.140,0.000,0.000,65.46,72.28
4.140,0.000,0.000,65.46,72.28
4.156,0.000,0.000,64.53,72.99
4.156,0.000,0.000,64.53,72.99
4.179,0.000,0.000,63.59,70.06
4.179,0.000,0.000,63.59,70.06
4.189,0.000,0.000,62.57,71.31
4.189,0.000,0.000,62.57,71.31
4.204,0.000,0.000,61.55,71.86
4.204,0.000,0.000,61.55,71.86
4.228,0.000,0.000,60.53,71.89
4.228,0.000,0.000,60.53,71.89
4.236,0.000,0.000,59.53,72.19
4.236,0.000,0.000,59.53,72.19
4.253,0.000,0.000,58.39,73.99
4.253,0.000,0.000,58.39,73.99
4.311,0.000,0.000,57.20,71.41
4.311,0.000,0.000,57.20,71.41
4.311,0.000,0.000,56.20,71.06
4.311,0.000,0.000,56.20,71.06
4.311,0.000,0.000,55.20,77.35
4.311,0.000,0.000,55.20,77.35
4.332,0.000,0.000,54.24,77.60
4.332,0.000,0.000,54.24,77.60
4.334,0.000,0.000,53.31,76.42
4.334,0.000,0.000,53.31,76.42
4.349,0.000,0.000,52.38,77.37
4.349,0.000,0.000,52.38,77.37
4.380,0.000,0.000,51.55,75.83
4.380,0.000,0.000,51.55,75.83
4.381,0.000,0.000,50.76,69.13
4.381,0.000,0.000,50.76,69.13
4.397,0.000,0.000,49.99,67.87
4.397,0.000,0.000,49.99,67.87
4.427,0.000,0.000,49.15,66.83
4.427,0.000,0.000,49.15,66.83
4.428,0.000,0.000,48.25,67.98
4.428,0.000,0.000,48.25,67.98
4.444,0.000,0.000,47.22,69.64
4.444,0.000,0.000,47.22,69.64
4.467,0.000,0.000,46.11,70.06
4.467,0.000,0.000,46.11,70.06
4.480,0.000,0.000,44.99,70.87
4.480,0.000,0.000,44.99,70.87
4.493,0.000,0.000,43.88,73.59
4.493,0.000,0.000,43.88,73.59
4.509,0.000,0.000,42.73,72.71
4.509,0.000,0.000,42.73,72.71
4.528,0.000,0.000,41.61,71.78
4.528,0.000,0.000,41.61,71.78
4.540,0.000,0.000,40.48,72.42
4.540,0.000,0.000,40.48,72.42
4.556,0.000,0.000,39.39,72.14
4.556,0.000,0.000,39.39,72.14
4.577,0.000,0.000,38.33,69.83
4.577,0.000,0.000,38.33,69.83
4.588,0.000,0.000,37.14,69.29
4.588,0.000,0.000,37.14,69.29
4.605,0.000,0.000,35.92,68.98
4.605,0.000,0.000,35.92,68.98
4.654,0.000,0.000,34.83,64.06
4.654,0.000,0.000,34.83,64.06
4.654,0.000,0.000,33.90,87.48
4.654,0.000,0.000,33.90,87.48
4.655,0.000,0.000,33.00,86.08
4.655,0.000,0.000,33.00,86.08
4.680,0.000,0.000,32.09,84.58
4.680,0.000,0.000,32.09,84.58
4.685,0.000,0.000,31.20,83.06
4.685,0.000,0.000,31.20,83.06
4.701,0.000,0.000,30.24,81.34
4.701,0.000,0.000,30.24,81.34
4.726,0.000,0.000,29.25,55.50
4.726,0.000,0.000,29.25,55.50
4.733,0.000,0.000,28.46,54.30
4.733,0.000,0.000,28.46,54.30
4.749,0.000,0.000,27.89,51.94
4.749,0.000,0.000,27.89,51.94
4.785,0.000,0.000,27.58,49.18
4.785,0.000,0.000,27.58,49.18
4.785,0.000,0.000,27.56,45.85
4.785,0.000,0.000,27.56,45.85
4.797,0.000,0.000,27.78,42.54
4.797,0.000,0.000,27.78,42.54
4.826,0.000,0.000,28.20,39.07
4.826,0.000,0.000,28.20,39.07
4.828,0.000,0.000,28.78,36.51
4.828,0.000,0.000,28.78,36.51
4.844,0.000,0.000,29.52,34.85
4.844,0.000,0.000,29.52,34.85
4.867,0.000,0.000,30.37,33.76
4.867,0.000,0.000,30.37,33.76
4.880,0.000,0.000,31.31,33.30
4.880,0.000,0.000,31.31,33.30
4.895,0.000,0.000,32.30,32.64
4.895,0.000,0.000,32.30,32.64
4.910,0.000,0.000,33.47,32.41
4.910,0.000,0.000,33.47,32.41
4.929,0.000,0.000,34.83,32.59
4.929,0.000,0.000,34.83,32.59
4.941,0.000,0.000,36.32,31.91
4.941,0.000,0.000,36.32,31.91
4.957,0.000,0.000,37.96,31.78
4.957,0.000,0.000,37.96,31.78
4.978,0.000,0.000,39.80,32.01
4.978,0.000,0.000,39.80,32.01
4.989,0.000,0.000,41.60,32.15
4.989,0.000,0.000,41.60,32.15
5.005,0.000,0.000,43.30,32.37
5.005,0.000,0.000,43.30,32.37
5.028,0.000,0.000,44.86,32.76
5.028,0.000,0.000,44.86,32.76
5.037,0.000,0.000,46.28,33.08
5.037,0.000,0.000,46.28,33.08
5.052,0.000,0.000,47.55,33.43
5.052,0.000,0.000,47.55,33.43
5.078,0.000,0.000,48.74,34.14
5.078,0.000,0.000,48.74,34.14
5.084,0.000,0.000,49.91,34.54
5.084,0.000,0.000,49.91,34.54
5.101,0.000,0.000,51.01,35.18
5.101,0.000,0.000,51.01,35.18
5.128,0.000,0.000,52.05,35.60
5.128,0.000,0.000,52.05,35.60
5.133,0.000,0.000,53.02,36.12
5.133,0.000,0.000,53.02,36.12
5.149,0.000,0.000,53.92,36.37
5.149,0.000,0.000,53.92,36.37
5.177,0.000,0.000,54.89,37.09
5.177,0.000,0.000,54.89,37.09
5.180,0.000,0.000,55.83,37.02
5.180,0.000,0.000,55.83,37.02
5.196,0.000,0.000,56.73,37.32
5.196,0.000,0.000,56.73,37.32
5.228,0.000,0.000,57.61,37.53
5.228,0.000,0.000,57.61,37.53
5.229,0.000,0.000,58.48,37.63
5.229,0.000,0.000,58.48,37.63
5.245,0.000,0.000,59.36,37.62
5.245,0.000,0.000,59.36,37.62
5.267,0.000,0.000,60.25,37.92
5.267,0.000,0.000,60.25,37.92
5.279,0.000,0.000,61.16,38.05
5.279,0.000,0.000,61.16,38.05
5.293,0.000,0.000,62.08,37.71
5.293,0.000,0.000,62.08,37.71
5.317,0.000,0.000,62.99,37.71
5.317,0.000,0.000,62.99,37.71
5.329,0.000,0.000,63.92,37.55
5.329,0.000,0.000,63.92,37.55
5.341,0.000,0.000,64.88,37.43
5.341,0.000,0.000,64.88,37.43
5.357,0.000,0.000,65.86,37.17
5.357,0.000,0.000,65.86,37.17
5.383,0.000,0.000,66.72,37.52
5.383,0.000,0.000,66.72,37.52
5.388,0.000,0.000,67.44,37.69
5.388,0.000,0.000,67.44,37.69
5.404,0.000,0.000,68.12,38.25
5.404,0.000,0.000,68.12,38.25
5.428,0.000,0.000,68.82,39.01
5.428,0.000,0.000,68.82,39.01
5.437,0.000,0.000,69.51,39.37
5.437,0.000,0.000,69.51,39.37
5.453,0.000,0.000,70.20,39.66
5.453,0.000,0.000,70.20,39.66
5.478,0.000,0.000,70.86,39.98
5.478,0.000,0.000,70.86,39.98
5.484,0.000,0.000,71.43,40.12
5.484,0.000,0.000,71.43,40.12
5.500,0.000,0.000,71.94,40.34
5.500,0.000,0.000,71.94,40.34
5.528,0.000,0.000,72.41,41.15
5.528,0.000,0.000,72.41,41.15
5.533,0.000,0.000,72.83,41.86
5.533,0.000,0.000,72.83,41.86
5.549,0.000,0.000,73.21,42.42
5.549,0.000,0.000,73.21,42.42
5.578,0.000,0.000,73.64,43.05
5.578,0.000,0.000,73.64,43.05
