Time(sec),Force(g),Displacement(mm),Angle(deg),Target_Force(g)
15.813,0.000,0.000,75.10,40.79
15.814,0.000,0.000,75.10,40.89
15.815,0.000,0.000,75.10,40.97
15.815,0.000,0.000,75.48,41.30
15.816,0.000,0.000,75.48,41.56
15.821,0.000,0.000,75.81,41.80
15.822,0.000,0.000,75.81,41.99
15.825,0.000,0.000,76.12,42.24
15.826,0.000,0.000,76.12,42.45
15.836,0.000,0.000,76.12,42.62
15.837,0.000,0.000,76.12,42.75
15.854,0.000,0.000,76.33,43.00
15.855,0.000,0.000,76.33,43.21
15.861,0.000,0.000,76.33,43.37
15.865,0.000,0.000,76.33,43.51
15.871,0.000,0.000,76.47,43.73
15.874,0.000,0.000,76.47,43.90
15.877,0.000,0.000,76.47,44.04
15.880,0.000,0.000,76.47,44.15
15.885,0.000,0.000,76.51,44.43
15.885,0.000,0.000,76.51,44.65
15.901,0.000,0.000,76.48,45.16
15.902,0.000,0.000,76.48,45.56
15.921,0.000,0.000,76.48,45.89
15.922,0.000,0.000,76.48,46.15
15.922,0.000,0.000,76.39,46.68
15.927,0.000,0.000,76.39,47.11
15.928,0.000,0.000,76.39,47.45
15.932,0.000,0.000,76.39,47.73
15.936,0.000,0.000,76.21,48.21
15.937,0.000,0.000,76.21,48.59
15.944,0.000,0.000,75.91,49.21
15.945,0.000,0.000,75.91,49.71
15.970,0.000,0.000,75.55,50.34
15.971,0.000,0.000,75.55,50.84
15.974,0.000,0.000,75.10,51.94
15.985,0.000,0.000,75.10,52.83
15.986,0.000,0.000,75.10,53.54
15.987,0.000,0.000,75.10,54.11
15.996,0.000,0.000,74.56,54.94
16.007,0.000,0.000,74.56,55.61
16.017,0.000,0.000,74.56,56.14
16.018,0.000,0.000,74.56,56.57
16.040,0.000,0.000,73.96,57.30
16.043,0.000,0.000,73.96,57.89
16.044,0.000,0.000,73.96,58.36
16.046,0.000,0.000,73.96,58.74
16.047,0.000,0.000,73.30,59.34
16.048,0.000,0.000,73.30,59.82
16.052,0.000,0.000,73.30,60.21
16.053,0.000,0.000,73.30,60.52
16.068,0.000,0.000,72.53,61.23
16.069,0.000,0.000,72.53,61.80
16.070,0.000,0.000,71.67,62.23
16.071,0.000,0.000,71.67,62.57
16.072,0.000,0.000,71.67,62.84
16.075,0.000,0.000,71.67,63.05
16.076,0.000,0.000,70.76,63.44
16.078,0.000,0.000,70.76,63.76
16.081,0.000,0.000,69.78,64.62
16.082,0.000,0.000,69.78,65.31
16.086,0.000,0.000,69.78,65.86
16.088,0.000,0.000,69.78,66.30
16.118,0.000,0.000,68.71,67.01
16.119,0.000,0.000,68.71,67.58
16.120,0.000,0.000,67.58,68.43
16.123,0.000,0.000,67.58,69.12
16.129,0.000,0.000,66.41,69.93
16.131,0.000,0.000,66.41,70.57
16.154,0.000,0.000,65.19,71.65
16.155,0.000,0.000,65.19,72.51
16.171,0.000,0.000,63.92,73.02
16.179,0.000,0.000,63.92,73.42
16.185,0.000,0.000,62.61,74.40
16.186,0.000,0.000,62.61,75.19
16.219,0.000,0.000,61.28,75.80
16.220,0.000,0.000,61.28,76.29
16.222,0.000,0.000,59.91,76.52
16.228,0.000,0.000,59.91,76.70
16.234,0.000,0.000,58.53,78.40
16.235,0.000,0.000,58.53,79.76
16.258,0.000,0.000,57.12,81.46
16.259,0.000,0.000,57.12,82.82
16.260,0.000,0.000,57.12,83.92
16.261,0.000,0.000,57.12,84.79
16.267,0.000,0.000,55.69,85.49
16.274,0.000,0.000,55.69,86.05
16.284,0.000,0.000,55.69,86.49
16.285,0.000,0.000,55.69,86.85
16.286,0.000,0.000,54.26,87.04
16.287,0.000,0.000,54.26,87.20
16.296,0.000,0.000,52.87,88.72
16.303,0.000,0.000,52.87,89.94
16.305,0.000,0.000,52.87,90.92
16.314,0.000,0.000,52.87,91.70
16.328,0.000,0.000,51.46,90.68
16.330,0.000,0.000,51.46,89.86
16.335,0.000,0.000,51.46,89.21
16.336,0.000,0.000,51.46,88.68
16.352,0.000,0.000,50.03,88.13
16.353,0.000,0.000,50.03,87.69
16.353,0.000,0.000,50.03,87.33
16.354,0.000,0.000,50.03,87.05
16.357,0.000,0.000,48.59,86.68
16.360,0.000,0.000,48.59,86.39
16.361,0.000,0.000,48.59,86.15
16.363,0.000,0.000,48.59,85.97
16.368,0.000,0.000,47.15,86.26
16.370,0.000,0.000,47.15,86.50
16.370,0.000,0.000,47.15,86.69
16.372,0.000,0.000,47.15,86.84
16.376,0.000,0.000,45.71,85.91
16.377,0.000,0.000,45.71,85.17
16.417,0.000,0.000,42.90,87.64
16.420,0.000,0.000,42.90,89.62
16.422,0.000,0.000,42.90,91.20
16.425,0.000,0.000,42.90,82.71
16.428,0.000,0.000,41.48,75.81
16.429,0.000,0.000,41.48,70.30
16.430,0.000,0.000,41.48,65.88
16.431,0.000,0.000,41.48,62.35
16.436,0.000,0.000,40.13,59.40
16.437,0.000,0.000,40.13,57.05
16.485,0.000,0.000,38.76,55.02
16.486,0.000,0.000,38.76,53.40
16.487,0.000,0.000,37.37,51.94
16.487,0.000,0.000,37.37,50.78
16.488,0.000,0.000,37.37,49.84
16.489,0.000,0.000,37.37,49.10
16.495,0.000,0.000,35.98,48.32
16.496,0.000,0.000,35.98,47.71
16.498,0.000,0.000,35.98,47.21
16.499,0.000,0.000,35.98,46.81
16.501,0.000,0.000,34.60,46.30
16.504,0.000,0.000,34.60,45.90
16.505,0.000,0.000,34.60,45.57
16.514,0.000,0.000,34.60,45.31
16.535,0.000,0.000,33.29,44.90
16.536,0.000,0.000,33.29,44.57
16.551,0.000,0.000,31.99,44.10
16.552,0.000,0.000,31.99,43.72
16.553,0.000,0.000,31.99,43.42
16.553,0.000,0.000,31.99,43.18
16.554,0.000,0.000,30.67,42.75
16.555,0.000,0.000,30.67,42.41
16.570,0.000,0.000,29.43,41.91
16.572,0.000,0.000,29.43,41.52
16.598,0.000,0.000,28.25,40.97
16.601,0.000,0.000,28.25,40.53
16.603,0.000,0.000,27.06,39.94
16.609,0.000,0.000,27.06,39.46
16.613,0.000,0.000,25.97,42.91
16.614,0.000,0.000,25.97,45.67
16.620,0.000,0.000,25.97,47.88
16.627,0.000,0.000,25.97,49.64
16.643,0.000,0.000,24.88,50.50
16.646,0.000,0.000,24.88,51.19
16.651,0.000,0.000,24.88,51.74
16.652,0.000,0.000,24.88,52.18
16.669,0.000,0.000,23.84,52.15
16.670,0.000,0.000,23.84,52.13
16.671,0.000,0.000,23.84,52.11
16.672,0.000,0.000,23.84,52.10
16.673,0.000,0.000,22.85,51.63
16.675,0.000,0.000,22.85,51.26
16.679,0.000,0.000,22.00,50.29
16.680,0.000,0.000,22.00,49.51
16.717,0.000,0.000,21.18,48.36
16.718,0.000,0.000,21.18,47.43
16.719,0.000,0.000,21.18,46.69
16.720,0.000,0.000,21.18,46.10
16.721,0.000,0.000,20.43,45.11
16.727,0.000,0.000,20.43,44.32
16.732,0.000,0.000,19.74,43.26
16.734,0.000,0.000,19.74,42.41
16.735,0.000,0.000,19.74,41.74
16.736,0.000,0.000,19.74,41.20
16.738,0.000,0.000,19.12,40.40
16.739,0.000,0.000,19.12,39.76
16.764,0.000,0.000,18.58,38.92
16.769,0.000,0.000,18.58,38.25
16.770,0.000,0.000,18.58,37.71
16.770,0.000,0.000,18.58,37.28
16.782,0.000,0.000,18.10,36.52
16.786,0.000,0.000,18.10,35.92
16.787,0.000,0.000,18.10,35.43
16.788,0.000,0.000,18.10,35.04
16.800,0.000,0.000,17.70,34.48
16.803,0.000,0.000,17.70,34.03
16.804,0.000,0.000,17.70,33.67
16.817,0.000,0.000,17.70,33.39
16.829,0.000,0.000,17.31,32.86
16.834,0.000,0.000,17.31,32.43
16.834,0.000,0.000,17.31,32.10
16.835,0.000,0.000,17.31,31.82
16.836,0.000,0.000,17.00,31.37
16.837,0.000,0.000,17.00,31.02
16.838,0.000,0.000,17.00,30.73
16.839,0.000,0.000,17.00,30.50
16.869,0.000,0.000,16.72,30.10
16.870,0.000,0.000,16.72,29.79
16.871,0.000,0.000,16.72,29.53
16.872,0.000,0.000,16.72,29.33
16.875,0.000,0.000,16.51,28.99
16.877,0.000,0.000,16.51,28.72
16.880,0.000,0.000,16.37,28.37
16.884,0.000,0.000,16.37,28.09
16.885,0.000,0.000,16.37,27.86
16.886,0.000,0.000,16.37,27.68
16.888,0.000,0.000,16.21,27.39
16.891,0.000,0.000,16.21,27.15
16.900,0.000,0.000,16.21,24.46
16.901,0.000,0.000,16.21,22.31
16.918,0.000,0.000,16.03,20.48
16.919,0.000,0.000,16.03,19.01
16.936,0.000,0.000,15.93,17.68
16.937,0.000,0.000,15.93,16.61
16.938,0.000,0.000,15.80,15.71
16.939,0.000,0.000,15.80,15.00
16.941,0.000,0.000,15.80,14.42
16.943,0.000,0.000,15.80,13.96
16.946,0.000,0.000,15.70,13.55
16.947,0.000,0.000,15.70,13.22
16.951,0.000,0.000,15.70,12.95
16.952,0.000,0.000,15.70,12.74
16.985,0.000,0.000,15.63,12.51
16.986,0.000,0.000,15.63,12.32
16.987,0.000,0.000,15.56,12.06
16.989,0.000,0.000,15.56,11.86
16.998,0.000,0.000,15.49,11.70
16.999,0.000,0.000,15.49,11.57
17.034,0.000,0.000,15.46,11.36
17.035,0.000,0.000,15.46,11.20
17.036,0.000,0.000,15.46,10.99
17.037,0.000,0.000,15.46,10.82
17.044,0.000,0.000,15.51,10.60
17.045,0.000,0.000,15.51,10.43
17.068,0.000,0.000,15.56,10.23
17.069,0.000,0.000,15.56,10.07
17.071,0.000,0.000,15.63,9.95
17.079,0.000,0.000,15.63,9.84
17.113,0.000,0.000,15.66,9.76
17.114,0.000,0.000,15.66,9.70
17.115,0.000,0.000,15.66,9.65
17.116,0.000,0.000,15.66,9.61
17.123,0.000,0.000,15.70,9.58
17.128,0.000,0.000,15.70,9.56
17.134,0.000,0.000,15.74,9.55
17.135,0.000,0.000,15.74,9.53
17.136,0.000,0.000,15.74,9.53
17.137,0.000,0.000,15.74,9.52
17.139,0.000,0.000,15.75,9.51
17.144,0.000,0.000,15.75,9.51
17.172,0.000,0.000,15.77,9.51
17.176,0.000,0.000,15.77,9.51
17.179,0.000,0.000,15.76,12.30
17.184,0.000,0.000,15.76,14.54
17.187,0.000,0.000,15.77,16.34
17.188,0.000,0.000,15.77,17.78
17.217,0.000,0.000,15.77,18.94
17.218,0.000,0.000,15.77,19.87
17.220,0.000,0.000,15.79,20.62
17.224,0.000,0.000,15.79,21.22
17.268,0.000,0.000,15.78,21.71
17.269,0.000,0.000,15.78,22.10
17.271,0.000,0.000,15.78,22.41
17.274,0.000,0.000,15.78,22.66
17.280,0.000,0.000,15.77,22.86
17.283,0.000,0.000,15.77,23.02
17.286,0.000,0.000,15.77,23.15
17.287,0.000,0.000,15.77,23.25
17.290,0.000,0.000,15.76,23.33
17.293,0.000,0.000,15.76,23.40
17.296,0.000,0.000,15.76,23.45
17.300,0.000,0.000,15.76,23.49
17.301,0.000,0.000,15.72,23.53
17.302,0.000,0.000,15.72,23.56
17.304,0.000,0.000,15.65,23.60
17.305,0.000,0.000,15.65,23.62
17.310,0.000,0.000,15.65,23.65
17.311,0.000,0.000,15.65,23.67
17.335,0.000,0.000,15.58,23.68
17.336,0.000,0.000,15.58,23.69
17.354,0.000,0.000,15.47,23.70
17.355,0.000,0.000,15.47,23.71
17.356,0.000,0.000,15.47,23.71
17.360,0.000,0.000,15.47,23.72
17.362,0.000,0.000,15.34,23.71
17.364,0.000,0.000,15.34,23.71
17.367,0.000,0.000,15.20,23.74
17.369,0.000,0.000,15.20,23.76
17.370,0.000,0.000,15.20,23.78
17.371,0.000,0.000,15.20,23.79
17.404,0.000,0.000,15.05,23.78
17.405,0.000,0.000,15.05,23.77
17.415,0.000,0.000,14.88,23.74
17.418,0.000,0.000,14.88,23.70
17.426,0.000,0.000,14.71,23.66
17.428,0.000,0.000,14.71,23.63
17.437,0.000,0.000,14.51,23.61
17.438,0.000,0.000,14.51,23.59
17.460,0.000,0.000,14.33,23.51
17.461,0.000,0.000,14.33,23.44
17.467,0.000,0.000,14.33,23.38
17.471,0.000,0.000,14.33,23.34
17.480,0.000,0.000,14.13,23.25
17.484,0.000,0.000,14.13,23.17
17.485,0.000,0.000,13.97,23.09
17.486,0.000,0.000,13.97,23.02
17.488,0.000,0.000,13.80,22.90
17.489,0.000,0.000,13.80,22.81
17.502,0.000,0.000,13.80,22.73
17.502,0.000,0.000,13.80,22.68
17.524,0.000,0.000,13.63,22.53
17.530,0.000,0.000,13.63,22.42
17.537,0.000,0.000,13.47,22.28
17.544,0.000,0.000,13.47,22.18
17.546,0.000,0.000,13.32,22.05
17.547,0.000,0.000,13.32,21.95
17.548,0.000,0.000,13.32,21.86
17.549,0.000,0.000,13.32,21.80
17.570,0.000,0.000,13.19,21.69
17.571,0.000,0.000,13.19,21.60
17.591,0.000,0.000,13.19,21.53
17.594,0.000,0.000,13.19,21.48
17.602,0.000,0.000,13.07,21.37
17.602,0.000,0.000,13.07,21.29
17.603,0.000,0.000,13.07,21.22
17.605,0.000,0.000,13.07,21.16
17.610,0.000,0.000,12.95,21.08
17.611,0.000,0.000,12.95,21.02
17.612,0.000,0.000,12.95,20.96
17.613,0.000,0.000,12.95,20.92
17.617,0.000,0.000,12.81,20.82
17.618,0.000,0.000,12.81,20.74
17.620,0.000,0.000,12.67,20.63
17.621,0.000,0.000,12.67,20.54
17.624,0.000,0.000,12.67,20.47
17.625,0.000,0.000,12.67,20.41
17.656,0.000,0.000,12.52,20.33
17.657,0.000,0.000,12.52,20.26
17.662,0.000,0.000,12.52,20.21
17.663,0.000,0.000,12.52,20.17
17.665,0.000,0.000,12.41,20.09
17.666,0.000,0.000,12.41,20.03
17.672,0.000,0.000,12.27,19.96
17.676,0.000,0.000,12.27,19.91
17.677,0.000,0.000,12.27,19.87
17.679,0.000,0.000,12.27,19.83
17.684,0.000,0.000,12.15,19.76
17.686,0.000,0.000,12.15,19.71
17.687,0.000,0.000,12.15,19.67
17.688,0.000,0.000,12.15,19.63
17.715,0.000,0.000,12.05,19.56
17.716,0.000,0.000,12.05,19.50
17.717,0.000,0.000,12.05,19.45
17.722,0.000,0.000,12.05,19.42
17.729,0.000,0.000,11.94,19.34
17.730,0.000,0.000,11.94,19.27
17.738,0.000,0.000,11.85,19.20
17.744,0.000,0.000,11.85,19.14
17.750,0.000,0.000,11.85,19.09
17.754,0.000,0.000,11.85,19.05
17.770,0.000,0.000,11.76,18.96
17.771,0.000,0.000,11.76,18.89
17.772,0.000,0.000,11.76,18.84
17.775,0.000,0.000,11.76,18.79
17.788,0.000,0.000,11.67,18.72
17.790,0.000,0.000,11.67,18.66
17.797,0.000,0.000,11.59,18.59
17.798,0.000,0.000,11.59,18.53
17.803,0.000,0.000,11.59,18.49
17.804,0.000,0.000,11.59,18.45
17.805,0.000,0.000,11.54,18.39
17.807,0.000,0.000,11.54,18.35
17.810,0.000,0.000,11.47,18.28
17.811,0.000,0.000,11.47,18.24
17.812,0.000,0.000,11.47,18.20
17.817,0.000,0.000,11.47,18.17
17.846,0.000,0.000,11.44,18.12
17.847,0.000,0.000,11.44,18.07
17.852,0.000,0.000,11.44,18.04
17.854,0.000,0.000,11.44,18.02
17.862,0.000,0.000,11.39,17.97
17.863,0.000,0.000,11.39,17.93
17.865,0.000,0.000,11.32,17.87
17.866,0.000,0.000,11.32,17.83
17.895,0.000,0.000,11.24,17.78
17.896,0.000,0.000,11.24,17.74
17.897,0.000,0.000,11.24,17.71
17.901,0.000,0.000,11.24,17.69
17.902,0.000,0.000,11.19,17.65
17.903,0.000,0.000,11.19,17.61
17.906,0.000,0.000,11.12,17.57
17.907,0.000,0.000,11.12,17.55
17.909,0.000,0.000,11.12,17.52
17.913,0.000,0.000,11.12,17.50
17.938,0.000,0.000,11.05,17.48
17.938,0.000,0.000,11.05,17.45
17.948,0.000,0.000,11.05,17.43
17.952,0.000,0.000,11.05,17.42
17.961,0.000,0.000,10.98,17.38
17.962,0.000,0.000,10.98,17.35
17.963,0.000,0.000,10.91,17.30
17.968,0.000,0.000,10.91,17.26
17.969,0.000,0.000,10.83,17.22
17.970,0.000,0.000,10.83,17.19
17.971,0.000,0.000,10.83,17.16
17.974,0.000,0.000,10.83,17.14
17.997,0.000,0.000,10.76,17.10
18.000,0.000,0.000,10.76,17.06
18.002,0.000,0.000,10.76,17.04
18.003,0.000,0.000,10.76,17.02
18.017,0.000,0.000,10.68,16.98
18.018,0.000,0.000,10.68,16.95
18.019,0.000,0.000,10.68,16.92
18.019,0.000,0.000,10.68,16.90
18.025,0.000,0.000,10.63,16.87
18.035,0.000,0.000,10.63,16.84
18.036,0.000,0.000,10.63,16.82
18.037,0.000,0.000,10.63,16.80
18.057,0.000,0.000,10.56,16.77
18.061,0.000,0.000,10.56,16.74
18.075,0.000,0.000,10.50,16.69
18.078,0.000,0.000,10.50,16.65
18.079,0.000,0.000,10.44,16.59
18.084,0.000,0.000,10.44,16.55
18.086,0.000,0.000,10.37,16.50
18.087,0.000,0.000,10.37,16.46
18.088,0.000,0.000,10.37,16.42
18.090,0.000,0.000,10.37,16.39
18.119,0.000,0.000,10.31,16.35
18.120,0.000,0.000,10.31,16.32
18.121,0.000,0.000,10.31,16.30
18.122,0.000,0.000,10.31,16.28
18.127,0.000,0.000,10.24,16.24
18.129,0.000,0.000,10.24,16.21
18.134,0.000,0.000,10.24,16.19
18.135,0.000,0.000,10.24,16.17
18.137,0.000,0.000,10.18,16.14
18.138,0.000,0.000,10.18,16.11
18.163,0.000,0.000,10.11,16.07
18.164,0.000,0.000,10.11,16.04
18.171,0.000,0.000,10.04,15.99
18.171,0.000,0.000,10.04,15.94
18.182,0.000,0.000,9.99,15.91
18.186,0.000,0.000,9.99,15.89
18.187,0.000,0.000,9.99,15.86
18.188,0.000,0.000,9.99,15.85
18.195,0.000,0.000,9.89,15.83
18.201,0.000,0.000,9.89,15.82
18.233,0.000,0.000,9.82,15.82
18.234,0.000,0.000,9.82,15.81
18.235,0.000,0.000,9.76,15.80
18.236,0.000,0.000,9.76,15.80
18.237,0.000,0.000,9.76,15.80
18.238,0.000,0.000,9.76,15.79
18.243,0.000,0.000,9.69,15.79
18.244,0.000,0.000,9.69,15.79
18.245,0.000,0.000,9.69,15.79
18.246,0.000,0.000,9.69,15.79
18.271,0.000,0.000,9.61,15.78
18.273,0.000,0.000,9.61,15.78
18.284,0.000,0.000,9.52,15.78
18.285,0.000,0.000,9.52,15.78
18.286,0.000,0.000,9.52,15.78
18.295,0.000,0.000,9.52,15.78
18.311,0.000,0.000,9.39,15.78
18.314,0.000,0.000,9.39,15.78
18.318,0.000,0.000,9.39,15.78
18.320,0.000,0.000,9.39,15.78
18.337,0.000,0.000,9.28,15.78
18.338,0.000,0.000,9.28,15.78
18.341,0.000,0.000,9.28,15.78
18.343,0.000,0.000,9.28,15.78
18.345,0.000,0.000,9.16,15.78
18.347,0.000,0.000,9.16,15.78
18.347,0.000,0.000,9.16,15.78
18.348,0.000,0.000,9.16,15.78
18.353,0.000,0.000,9.04,15.78
18.354,0.000,0.000,9.04,15.78
18.358,0.000,0.000,9.04,15.78
18.360,0.000,0.000,9.04,15.78
18.361,0.000,0.000,8.89,15.78
18.363,0.000,0.000,8.89,15.78
18.367,0.000,0.000,8.89,15.78
18.368,0.000,0.000,8.89,15.78
18.370,0.000,0.000,8.74,15.78
18.371,0.000,0.000,8.74,15.78
18.402,0.000,0.000,8.60,15.78
18.403,0.000,0.000,8.60,15.78
18.404,0.000,0.000,8.60,15.78
18.405,0.000,0.000,8.60,15.78
18.412,0.000,0.000,8.46,15.78
18.413,0.000,0.000,8.46,15.78
18.414,0.000,0.000,8.46,15.78
18.419,0.000,0.000,8.46,15.78
18.420,0.000,0.000,8.33,15.78
18.421,0.000,0.000,8.33,15.78
18.445,0.000,0.000,8.22,15.78
18.447,0.000,0.000,8.22,15.78
18.453,0.000,0.000,8.10,15.78
18.454,0.000,0.000,8.10,15.78
18.456,0.000,0.000,8.10,15.78
18.461,0.000,0.000,8.10,15.78
18.469,0.000,0.000,7.97,15.78
18.470,0.000,0.000,7.97,15.78
18.486,0.000,0.000,7.97,15.78
18.487,0.000,0.000,7.97,15.78
18.525,0.000,0.000,7.91,15.78
18.526,0.000,0.000,7.91,15.78
18.527,0.000,0.000,7.83,15.78
18.527,0.000,0.000,7.83,15.78
18.532,0.000,0.000,7.78,15.78
18.533,0.000,0.000,7.78,15.78
18.534,0.000,0.000,7.73,15.78
18.534,0.000,0.000,7.73,15.78
18.537,0.000,0.000,7.73,15.78
18.538,0.000,0.000,7.73,15.78
18.573,0.000,0.000,7.67,15.78
18.575,0.000,0.000,7.67,15.78
18.578,0.000,0.000,7.67,15.78
18.579,0.000,0.000,7.67,15.78
18.580,0.000,0.000,7.61,15.78
18.585,0.000,0.000,7.61,15.78
18.587,0.000,0.000,7.61,15.78
18.588,0.000,0.000,7.61,15.78
18.589,0.000,0.000,7.56,15.78
18.592,0.000,0.000,7.56,15.78
18.596,0.000,0.000,7.55,15.78
18.601,0.000,0.000,7.55,15.78
18.602,0.000,0.000,7.55,15.78
18.603,0.000,0.000,7.55,15.78
18.634,0.000,0.000,7.53,15.78
18.636,0.000,0.000,7.53,15.78
18.644,0.000,0.000,7.50,15.78
18.646,0.000,0.000,7.50,15.78
18.651,0.000,0.000,7.49,15.78
18.663,0.000,0.000,7.49,15.78
18.676,0.000,0.000,7.42,15.78
18.683,0.000,0.000,7.42,15.78
18.684,0.000,0.000,7.42,15.78
18.684,0.000,0.000,7.42,15.78
18.701,0.000,0.000,7.27,15.78
18.703,0.000,0.000,7.27,15.78
18.704,0.000,0.000,7.12,15.78
18.705,0.000,0.000,7.12,15.78
18.711,0.000,0.000,6.99,15.78
18.712,0.000,0.000,6.99,15.78
18.713,0.000,0.000,6.99,15.78
18.717,0.000,0.000,6.99,15.78
18.734,0.000,0.000,6.85,15.78
18.735,0.000,0.000,6.85,15.78
18.753,0.000,0.000,6.85,15.78
18.754,0.000,0.000,6.85,15.78
18.755,0.000,0.000,6.74,15.78
18.758,0.000,0.000,6.74,15.78
18.761,0.000,0.000,6.74,15.78
18.762,0.000,0.000,6.74,15.78
18.768,0.000,0.000,6.62,15.78
18.769,0.000,0.000,6.62,15.78
18.771,0.000,0.000,6.47,15.78
18.772,0.000,0.000,6.47,15.78
18.778,0.000,0.000,6.47,15.78
18.779,0.000,0.000,6.47,15.78
18.802,0.000,0.000,6.34,15.78
18.803,0.000,0.000,6.34,15.78
18.803,0.000,0.000,6.34,15.78
18.804,0.000,0.000,6.34,15.78
18.808,0.000,0.000,6.23,15.78
18.816,0.000,0.000,6.23,15.78
18.819,0.000,0.000,6.23,15.78
18.820,0.000,0.000,6.23,15.78
18.822,0.000,0.000,6.12,15.78
18.827,0.000,0.000,6.12,15.78
18.853,0.000,0.000,6.03,15.78
18.854,0.000,0.000,6.03,15.78
18.864,0.000,0.000,6.03,15.78
18.866,0.000,0.000,6.03,15.78
18.867,0.000,0.000,5.97,15.78
18.868,0.000,0.000,5.97,15.78
18.871,0.000,0.000,5.87,15.78
18.874,0.000,0.000,5.87,15.78
18.877,0.000,0.000,5.87,15.78
18.878,0.000,0.000,5.87,15.78
18.880,0.000,0.000,5.82,15.78
18.884,0.000,0.000,5.82,15.78
18.901,0.000,0.000,5.82,15.78
18.902,0.000,0.000,5.82,15.78
18.921,0.000,0.000,5.80,15.78
18.922,0.000,0.000,5.80,15.78
18.923,0.000,0.000,5.80,15.78
18.929,0.000,0.000,5.80,15.78
18.930,0.000,0.000,5.77,15.78
18.931,0.000,0.000,5.77,15.78
18.932,0.000,0.000,5.77,15.78
18.932,0.000,0.000,5.77,15.78
18.937,0.000,0.000,5.78,15.78
18.938,0.000,0.000,5.78,15.78
18.939,0.000,0.000,5.78,15.78
18.941,0.000,0.000,5.78,15.78
18.945,0.000,0.000,5.80,15.78
18.946,0.000,0.000,5.80,15.78
18.959,0.000,0.000,5.80,15.78
18.963,0.000,0.000,5.80,15.78
18.984,0.000,0.000,5.82,15.78
18.985,0.000,0.000,5.82,15.78
18.985,0.000,0.000,5.82,15.78
18.986,0.000,0.000,5.82,15.78
18.990,0.000,0.000,5.86,15.78
18.994,0.000,0.000,5.86,15.78
19.000,0.000,0.000,5.90,15.78
19.001,0.000,0.000,5.90,15.78
19.023,0.000,0.000,5.93,15.78
19.024,0.000,0.000,5.93,15.78
19.025,0.000,0.000,5.93,15.78
19.029,0.000,0.000,5.93,15.78
19.036,0.000,0.000,5.97,15.78
19.037,0.000,0.000,5.97,15.78
19.061,0.000,0.000,6.02,15.78
19.065,0.000,0.000,6.02,15.78
19.070,0.000,0.000,6.02,15.78
19.071,0.000,0.000,6.02,15.78
19.088,0.000,0.000,6.07,15.78
19.094,0.000,0.000,6.07,15.78
19.095,0.000,0.000,6.07,15.78
19.096,0.000,0.000,6.07,15.78
19.099,0.000,0.000,6.10,15.78
19.100,0.000,0.000,6.10,15.78
19.101,0.000,0.000,6.10,15.78
19.101,0.000,0.000,6.10,15.78
19.104,0.000,0.000,6.11,15.78
19.105,0.000,0.000,6.11,15.78
19.107,0.000,0.000,6.14,15.78
19.111,0.000,0.000,6.14,15.78
19.112,0.000,0.000,6.14,15.78
19.113,0.000,0.000,6.14,15.78
19.137,0.000,0.000,6.16,15.78
19.138,0.000,0.000,6.16,15.78
19.146,0.000,0.000,6.16,15.78
19.148,0.000,0.000,6.16,15.78
19.154,0.000,0.000,6.17,15.78
19.159,0.000,0.000,6.17,15.78
19.163,0.000,0.000,6.19,15.78
19.171,0.000,0.000,6.19,15.78
19.186,0.000,0.000,6.20,15.78
19.187,0.000,0.000,6.20,15.78
19.191,0.000,0.000,6.20,15.78
19.194,0.000,0.000,6.20,15.78
19.211,0.000,0.000,6.19,15.78
19.212,0.000,0.000,6.19,15.78
19.213,0.000,0.000,6.19,15.78
19.219,0.000,0.000,6.19,15.78
19.222,0.000,0.000,6.21,15.78
19.225,0.000,0.000,6.21,15.78
19.257,0.000,0.000,6.22,15.78
19.261,0.000,0.000,6.22,15.78
19.262,0.000,0.000,6.25,15.78
19.267,0.000,0.000,6.25,15.78
19.269,0.000,0.000,6.26,15.78
19.270,0.000,0.000,6.26,15.78
19.271,0.000,0.000,6.26,15.78
19.272,0.000,0.000,6.26,15.78
19.284,0.000,0.000,6.28,15.78
19.285,0.000,0.000,6.28,15.78
19.286,0.000,0.000,6.28,15.78
19.287,0.000,0.000,6.28,15.78
19.321,0.000,0.000,6.31,15.78
19.324,0.000,0.000,6.31,15.78
19.326,0.000,0.000,6.33,15.78
19.328,0.000,0.000,6.33,15.78
19.332,0.000,0.000,6.33,15.78
19.333,0.000,0.000,6.33,15.78
19.337,0.000,0.000,6.36,15.78
19.338,0.000,0.000,6.36,15.78
19.352,0.000,0.000,6.38,15.78
19.353,0.000,0.000,6.38,15.78
19.378,0.000,0.000,6.38,15.78
19.384,0.000,0.000,6.38,15.78
19.385,0.000,0.000,6.39,15.78
19.386,0.000,0.000,6.39,15.78
19.386,0.000,0.000,6.39,15.78
19.388,0.000,0.000,6.39,15.78
19.396,0.000,0.000,6.41,15.78
19.397,0.000,0.000,6.41,15.78
19.401,0.000,0.000,6.41,15.78
19.402,0.000,0.000,6.41,15.78
19.402,0.000,0.000,6.43,15.78
19.403,0.000,0.000,6.43,15.78
19.436,0.000,0.000,6.45,15.78
19.437,0.000,0.000,6.45,15.78
19.449,0.000,0.000,6.45,15.78
19.450,0.000,0.000,6.45,15.78
19.451,0.000,0.000,6.47,15.78
19.457,0.000,0.000,6.47,15.78
19.461,0.000,0.000,6.47,15.78
19.462,0.000,0.000,6.47,15.78
19.467,0.000,0.000,6.48,15.78
