Time(sec),Force(g),Displacement(mm),Angle(deg),Target_Force(g)
21.499,0.000,0.000,7.87,2.85
21.538,0.000,0.000,10.48,3.58
21.549,0.000,0.000,11.42,4.27
21.585,0.000,0.000,13.33,5.04
21.615,0.000,0.000,14.36,5.78
21.651,0.000,0.000,17.32,6.69
21.696,0.000,0.000,20.05,7.71
21.701,0.000,0.000,20.05,8.52
21.738,0.000,0.000,21.80,9.35
21.766,0.000,0.000,23.21,10.14
21.800,0.000,0.000,24.50,10.90
21.852,0.000,0.000,26.29,11.66
21.855,0.000,0.000,26.85,12.32
21.897,0.000,0.000,27.97,12.93
21.914,0.000,0.000,28.46,13.46
21.949,0.000,0.000,29.55,13.97
22.005,0.000,0.000,30.24,14.43
22.013,0.000,0.000,30.52,14.82
22.049,0.000,0.000,30.94,15.16
22.088,0.000,0.000,31.23,15.45
22.103,0.000,0.000,31.38,15.70
22.136,0.000,0.000,31.53,15.90
22.165,0.000,0.000,31.68,16.08
22.198,0.000,0.000,31.93,16.23
22.247,0.000,0.000,32.25,16.38
22.250,0.000,0.000,32.25,16.50
22.285,0.000,0.000,32.55,16.61
22.322,0.000,0.000,32.58,16.71
22.350,0.000,0.000,32.41,16.78
22.400,0.000,0.000,32.37,17.06
22.403,0.000,0.000,32.37,17.29
22.459,0.000,0.000,32.44,17.24
22.468,0.000,0.000,32.67,17.21
22.502,0.000,0.000,33.00,17.21
22.551,0.000,0.000,33.32,17.23
22.553,0.000,0.000,33.48,17.26
22.586,0.000,0.000,33.76,17.30
22.614,0.000,0.000,33.76,17.33
22.649,0.000,0.000,33.61,17.34
22.686,0.000,0.000,33.10,18.14
22.705,0.000,0.000,32.85,19.07
22.738,0.000,0.000,32.21,20.20
22.797,0.000,0.000,30.99,21.83
22.800,0.000,0.000,30.51,23.40
22.835,0.000,0.000,29.46,24.68
22.864,0.000,0.000,28.89,26.04
22.900,0.000,0.000,27.01,27.18
22.946,0.000,0.000,24.76,28.26
22.950,0.000,0.000,24.76,29.12
22.985,0.000,0.000,23.08,29.93
23.021,0.000,0.000,21.24,30.13
23.051,0.000,0.000,19.27,29.79
23.091,0.000,0.000,16.15,28.70
23.101,0.000,0.000,15.05,27.51
23.148,0.000,0.000,12.84,25.94
23.169,0.000,0.000,11.76,24.36
23.201,0.000,0.000,8.80,22.22
23.247,0.000,0.000,6.21,19.71
23.253,0.000,0.000,6.21,17.71
23.286,0.000,0.000,5.03,15.74
23.314,0.000,0.000,4.12,13.76
23.349,0.000,0.000,3.43,11.77
23.385,0.000,0.000,2.99,10.01
23.405,0.000,0.000,2.68,8.48
23.448,0.000,0.000,2.49,7.18
23.486,0.000,0.000,2.41,6.08
23.498,0.000,0.000,2.41,5.19
23.548,0.000,0.000,2.50,4.47
23.560,0.000,0.000,2.56,3.90
23.587,0.000,0.000,2.74,3.46
23.647,0.000,0.000,3.38,3.19
23.650,0.000,0.000,3.38,2.98
23.685,0.000,0.000,3.89,2.87
23.718,0.000,0.000,4.61,2.87
23.767,0.000,0.000,5.56,2.99
23.782,0.000,0.000,6.64,3.22
23.801,0.000,0.000,7.20,3.48
23.854,0.000,0.000,9.23,3.92
23.865,0.000,0.000,9.83,4.36
23.898,0.000,0.000,11.17,4.86
23.949,0.000,0.000,13.21,5.50
23.953,0.000,0.000,13.94,6.10
23.997,0.000,0.000,15.50,6.75
24.014,0.000,0.000,16.95,7.43
24.098,0.000,0.000,18.29,8.12
24.133,0.000,0.000,20.71,8.92
24.153,0.000,0.000,22.79,9.76
24.189,0.000,0.000,24.55,10.59
24.218,0.000,0.000,25.08,11.31
24.253,0.000,0.000,26.61,12.02
24.299,0.000,0.000,27.37,12.64
24.302,0.000,0.000,27.68,13.17
24.351,0.000,0.000,28.37,13.65
24.362,0.000,0.000,28.70,14.06
24.409,0.000,0.000,29.31,14.43
24.438,0.000,0.000,30.13,14.79
24.453,0.000,0.000,30.34,15.09
24.485,0.000,0.000,30.74,15.36
24.514,0.000,0.000,30.99,15.60
24.547,0.000,0.000,31.06,15.79
24.586,0.000,0.000,30.90,16.06
24.605,0.000,0.000,30.76,16.48
24.638,0.000,0.000,29.95,17.69
24.682,0.000,0.000,30.68,17.44
24.701,0.000,0.000,30.68,17.24
24.756,0.000,0.000,31.02,17.10
24.765,0.000,0.000,31.18,17.00
24.788,0.000,0.000,31.51,16.94
24.838,0.000,0.000,31.90,16.93
24.850,0.000,0.000,32.03,16.92
24.897,0.000,0.000,32.34,16.94
24.913,0.000,0.000,32.47,16.96
24.948,0.000,0.000,32.53,16.98
24.988,0.000,0.000,32.32,17.16
25.001,0.000,0.000,32.32,17.30
25.034,0.000,0.000,31.80,18.12
25.069,0.000,0.000,31.50,19.02
25.101,0.000,0.000,30.50,20.35
25.137,0.000,0.000,29.67,21.64
25.154,0.000,0.000,29.17,22.93
25.192,0.000,0.000,28.10,24.15
25.214,0.000,0.000,26.99,25.50
25.250,0.000,0.000,25.70,26.59
25.290,0.000,0.000,24.26,27.19
25.305,0.000,0.000,23.46,27.91
25.335,0.000,0.000,21.77,28.65
25.386,0.000,0.000,18.08,28.30
25.399,0.000,0.000,18.08,28.01
25.434,0.000,0.000,15.00,26.95
25.463,0.000,0.000,13.97,25.81
25.488,0.000,0.000,11.91,24.30
25.541,0.000,0.000,8.95,22.22
25.550,0.000,0.000,8.09,20.29
25.583,0.000,0.000,6.60,18.29
25.611,0.000,0.000,6.04,16.47
25.650,0.000,0.000,4.92,14.34
25.683,0.000,0.000,4.31,12.35
25.701,0.000,0.000,4.03,10.70
25.738,0.000,0.000,3.55,9.24
25.766,0.000,0.000,3.13,7.97
25.802,0.000,0.000,2.80,6.95
25.846,0.000,0.000,2.43,6.14
25.853,0.000,0.000,2.34,5.49
25.884,0.000,0.000,2.20,4.97
25.914,0.000,0.000,2.18,4.56
25.947,0.000,0.000,2.21,4.23
26.000,0.000,0.000,2.53,3.70
26.005,0.000,0.000,2.69,3.30
26.048,0.000,0.000,3.44,3.07
26.084,0.000,0.000,4.46,3.01
26.101,0.000,0.000,5.04,3.04
26.137,0.000,0.000,6.40,3.23
26.167,0.000,0.000,7.86,3.56
26.217,0.000,0.000,10.46,4.14
26.220,0.000,0.000,11.38,4.71
26.249,0.000,0.000,12.31,5.17
26.300,0.000,0.000,15.25,5.54
26.315,0.000,0.000,16.21,5.83
26.344,0.000,0.000,18.08,8.69
26.374,0.000,0.000,20.18,11.32
26.401,0.000,0.000,22.41,13.72
26.439,0.000,0.000,24.58,16.06
26.462,0.000,0.000,26.81,18.10
26.500,0.000,0.000,28.98,20.09
26.538,0.000,0.000,32.25,22.01
26.553,0.000,0.000,32.25,23.55
26.583,0.000,0.000,34.60,25.02
26.614,0.000,0.000,37.07,26.32
26.648,0.000,0.000,39.69,27.72
26.689,0.000,0.000,43.42,29.03
26.705,0.000,0.000,44.61,30.09
26.735,0.000,0.000,47.03,31.07
26.788,0.000,0.000,50.60,31.94
26.798,0.000,0.000,51.77,32.68
26.833,0.000,0.000,54.05,33.29
26.864,0.000,0.000,55.17,33.74
26.901,0.000,0.000,58.23,34.26
26.933,0.000,0.000,60.19,34.79
26.949,0.000,0.000,60.88,35.29
26.987,0.000,0.000,63.40,35.92
27.010,0.000,0.000,64.21,36.45
27.044,0.000,0.000,65.33,37.09
27.087,0.000,0.000,66.68,38.14
27.101,0.000,0.000,67.01,39.13
27.133,0.000,0.000,67.36,40.23
27.164,0.000,0.000,67.35,41.37
27.197,0.000,0.000,66.95,43.05
27.237,0.000,0.000,65.59,45.79
27.253,0.000,0.000,64.92,48.46
27.283,0.000,0.000,63.28,51.27
27.314,0.000,0.000,61.21,54.93
27.350,0.000,0.000,58.71,59.00
27.391,0.000,0.000,54.29,63.67
27.405,0.000,0.000,52.72,67.94
27.438,0.000,0.000,49.55,71.92
27.485,0.000,0.000,46.15,75.61
27.503,0.000,0.000,42.60,78.73
27.533,0.000,0.000,39.05,80.55
27.561,0.000,0.000,37.29,82.30
27.598,0.000,0.000,32.02,81.80
27.632,0.000,0.000,28.53,80.15
27.649,0.000,0.000,26.82,78.18
27.692,0.000,0.000,23.45,75.04
27.711,0.000,0.000,20.27,71.34
27.750,0.000,0.000,17.07,66.62
27.785,0.000,0.000,14.08,61.28
27.801,0.000,0.000,12.70,55.72
27.833,0.000,0.000,10.12,49.72
27.863,0.000,0.000,7.78,43.61
27.900,0.000,0.000,5.83,37.62
27.938,0.000,0.000,3.33,32.82
27.953,0.000,0.000,2.61,28.99
27.988,0.000,0.000,1.26,25.92
28.014,0.000,0.000,0.21,23.46
28.046,0.000,0.000,-0.49,21.50
28.087,0.000,0.000,-0.89,19.93
28.113,0.000,0.000,-0.96,18.67
28.147,0.000,0.000,-0.76,17.66
28.183,0.000,0.000,-0.35,16.86
28.200,0.000,0.000,-0.08,16.22
28.237,0.000,0.000,1.10,15.70
28.259,0.000,0.000,1.58,15.29
28.287,0.000,0.000,2.65,14.96
28.337,0.000,0.000,4.73,13.17
28.349,0.000,0.000,5.54,11.92
28.387,0.000,0.000,7.39,11.30
28.419,0.000,0.000,8.46,11.03
28.447,0.000,0.000,10.81,11.24
28.489,0.000,0.000,14.54,12.11
28.515,0.000,0.000,15.86,13.03
28.549,0.000,0.000,18.52,14.23
28.564,0.000,0.000,21.11,15.57
28.599,0.000,0.000,23.83,17.19
28.640,0.000,0.000,27.80,19.07
28.653,0.000,0.000,29.09,20.72
28.684,0.000,0.000,31.51,22.44
28.714,0.000,0.000,32.72,23.94
28.746,0.000,0.000,35.00,25.53
28.784,0.000,0.000,38.30,27.13
28.806,0.000,0.000,39.37,28.46
28.848,0.000,0.000,42.72,29.80
28.883,0.000,0.000,44.92,30.98
28.898,0.000,0.000,46.06,31.80
28.938,0.000,0.000,49.47,32.42
28.965,0.000,0.000,50.51,32.90
28.997,0.000,0.000,52.48,33.45
29.038,0.000,0.000,55.38,34.11
29.050,0.000,0.000,55.38,34.63
29.083,0.000,0.000,58.07,35.23
29.116,0.000,0.000,58.90,35.72
29.148,0.000,0.000,60.42,36.22
29.188,0.000,0.000,62.13,37.09
29.201,0.000,0.000,62.55,37.97
29.239,0.000,0.000,63.26,39.00
29.262,0.000,0.000,63.65,40.09
29.309,0.000,0.000,63.68,41.53
29.338,0.000,0.000,63.20,43.52
29.353,0.000,0.000,63.20,45.11
29.383,0.000,0.000,62.41,47.00
29.414,0.000,0.000,61.16,49.33
29.447,0.000,0.000,59.59,52.13
29.485,0.000,0.000,56.51,55.66
29.510,0.000,0.000,55.31,59.04
29.566,0.000,0.000,52.74,62.27
29.568,0.000,0.000,49.95,66.11
29.600,0.000,0.000,46.95,69.67
29.636,0.000,0.000,43.79,72.60
29.662,0.000,0.000,42.20,75.09
29.687,0.000,0.000,38.99,77.05
29.737,0.000,0.000,33.94,77.19
29.749,0.000,0.000,32.24,77.08
29.783,0.000,0.000,28.90,76.66
29.813,0.000,0.000,25.64,75.19
29.848,0.000,0.000,22.47,71.69
29.898,0.000,0.000,17.90,66.77
29.901,0.000,0.000,16.44,62.05
29.934,0.000,0.000,13.68,56.77
29.967,0.000,0.000,12.36,51.82
29.997,0.000,0.000,9.90,46.42
30.041,0.000,0.000,6.71,40.30
30.053,0.000,0.000,5.79,34.97
30.097,0.000,0.000,3.40,29.45
30.113,0.000,0.000,2.76,24.73
30.149,0.000,0.000,1.60,20.42
30.197,0.000,0.000,0.60,16.56
30.205,0.000,0.000,0.53,13.43
30.236,0.000,0.000,0.69,10.97
30.288,0.000,0.000,1.53,9.22
30.298,0.000,0.000,1.98,7.94
30.333,0.000,0.000,3.16,7.19
30.364,0.000,0.000,3.95,6.25
30.397,0.000,0.000,6.65,5.83
30.434,0.000,0.000,8.94,5.77
30.449,0.000,0.000,10.16,5.87
30.498,0.000,0.000,13.71,6.37
30.510,0.000,0.000,14.84,6.89
30.549,0.000,0.000,16.95,7.54
30.587,0.000,0.000,19.85,8.37
30.601,0.000,0.000,19.85,9.03
30.634,0.000,0.000,21.45,9.72
30.664,0.000,0.000,22.82,10.41
30.702,0.000,0.000,24.29,11.09
30.735,0.000,0.000,26.26,11.81
30.753,0.000,0.000,26.84,12.43
30.793,0.000,0.000,28.06,13.03
30.814,0.000,0.000,29.20,13.60
30.883,0.000,0.000,29.91,14.11
30.905,0.000,0.000,30.81,14.58
30.930,0.000,0.000,31.07,14.98
30.979,0.000,0.000,31.49,15.33
31.016,0.000,0.000,31.82,15.63
31.050,0.000,0.000,31.84,15.87
31.064,0.000,0.000,31.82,16.06
31.100,0.000,0.000,31.82,16.23
31.155,0.000,0.000,31.76,16.42
31.163,0.000,0.000,31.79,16.53
31.187,0.000,0.000,31.88,16.59
31.214,0.000,0.000,31.84,16.64
31.249,0.000,0.000,31.80,16.73
31.297,0.000,0.000,31.58,17.06
31.305,0.000,0.000,31.58,17.32
31.349,0.000,0.000,31.59,17.38
31.388,0.000,0.000,31.81,17.27
31.399,0.000,0.000,31.81,17.18
31.434,0.000,0.000,32.35,17.14
31.464,0.000,0.000,32.50,17.13
31.487,0.000,0.000,32.73,17.13
31.538,0.000,0.000,32.92,17.14
31.553,0.000,0.000,32.92,17.15
31.598,0.000,0.000,32.80,17.15
31.613,0.000,0.000,32.67,17.49
31.648,0.000,0.000,32.33,18.16
31.696,0.000,0.000,31.28,19.35
31.703,0.000,0.000,31.28,20.30
31.735,0.000,0.000,30.54,21.56
31.764,0.000,0.000,29.67,23.00
31.798,0.000,0.000,28.63,24.19
31.850,0.000,0.000,26.80,25.56
31.854,0.000,0.000,26.14,26.71
31.898,0.000,0.000,24.72,27.56
31.914,0.000,0.000,23.92,28.43
31.951,0.000,0.000,22.22,29.06
31.997,0.000,0.000,19.42,28.97
32.005,0.000,0.000,18.41,28.65
32.037,0.000,0.000,16.36,27.83
32.088,0.000,0.000,13.24,26.31
32.098,0.000,0.000,12.25,24.80
32.134,0.000,0.000,10.41,23.05
32.164,0.000,0.000,8.84,21.18
32.187,0.000,0.000,7.54,19.21
32.240,0.000,0.000,6.29,16.90
32.250,0.000,0.000,6.29,15.04
32.301,0.000,0.000,5.60,13.09
32.309,0.000,0.000,5.45,11.44
32.351,0.000,0.000,5.23,10.00
32.390,0.000,0.000,5.10,8.72
32.401,0.000,0.000,5.05,7.68
32.435,0.000,0.000,5.05,6.80
32.469,0.000,0.000,5.20,6.09
32.500,0.000,0.000,5.62,5.58
32.541,0.000,0.000,6.64,5.29
32.553,0.000,0.000,6.64,5.06
32.596,0.000,0.000,8.20,5.07
32.614,0.000,0.000,8.86,5.15
32.650,0.000,0.000,10.01,5.36
32.703,0.000,0.000,12.03,5.76
32.709,0.000,0.000,12.62,6.16
32.741,0.000,0.000,13.69,6.59
32.797,0.000,0.000,15.60,7.16
32.801,0.000,0.000,16.27,7.68
32.835,0.000,0.000,17.69,8.26
32.862,0.000,0.000,18.45,8.80
32.898,0.000,0.000,20.47,9.44
32.935,0.000,0.000,22.03,10.10
32.950,0.000,0.000,22.79,10.71
33.001,0.000,0.000,24.90,11.38
33.011,0.000,0.000,25.41,11.97
33.049,0.000,0.000,26.27,12.52
33.089,0.000,0.000,27.37,13.04
33.102,0.000,0.000,27.74,13.50
33.136,0.000,0.000,28.37,13.91
33.166,0.000,0.000,28.68,14.26
33.202,0.000,0.000,29.77,14.63
33.244,0.000,0.000,30.36,14.97
33.254,0.000,0.000,30.65,15.26
33.285,0.000,0.000,31.27,15.53
33.314,0.000,0.000,31.76,15.79
33.349,0.000,0.000,32.17,16.02
33.385,0.000,0.000,32.66,16.24
33.405,0.000,0.000,32.93,16.43
33.450,0.000,0.000,33.10,16.59
33.485,0.000,0.000,33.36,16.74
33.502,0.000,0.000,33.36,16.86
33.534,0.000,0.000,33.75,16.98
33.558,0.000,0.000,34.30,17.10
33.587,0.000,0.000,34.92,17.24
33.639,0.000,0.000,35.75,17.40
33.649,0.000,0.000,35.93,17.54
33.683,0.000,0.000,36.10,17.65
33.713,0.000,0.000,36.18,17.75
33.750,0.000,0.000,36.19,17.83
33.800,0.000,0.000,35.76,18.49
33.803,0.000,0.000,35.76,19.02
33.836,0.000,0.000,34.82,20.51
33.866,0.000,0.000,34.38,22.06
33.896,0.000,0.000,33.28,23.94
33.947,0.000,0.000,31.30,26.12
33.953,0.000,0.000,30.52,28.55
34.004,0.000,0.000,28.80,30.55
34.014,0.000,0.000,26.97,31.94
34.049,0.000,0.000,25.05,32.63
34.089,0.000,0.000,22.94,32.70
34.106,0.000,0.000,21.83,32.50
34.135,0.000,0.000,19.47,31.74
34.191,0.000,0.000,14.50,29.79
34.198,0.000,0.000,14.50,28.23
34.235,0.000,0.000,10.83,25.92
34.264,0.000,0.000,9.71,23.74
34.299,0.000,0.000,7.61,21.36
34.347,0.000,0.000,5.18,18.71
34.350,0.000,0.000,4.52,16.38
34.385,0.000,0.000,3.38,14.52
34.414,0.000,0.000,2.93,13.03
34.449,0.000,0.000,1.82,11.84
34.497,0.000,0.000,1.36,10.88
34.501,0.000,0.000,1.36,10.12
34.535,0.000,0.000,1.31,9.51
34.564,0.000,0.000,1.26,9.02
34.598,0.000,0.000,1.27,8.63
34.649,0.000,0.000,1.70,8.32
34.653,0.000,0.000,1.95,6.90
34.688,0.000,0.000,2.58,5.84
34.714,0.000,0.000,2.97,5.05
34.748,0.000,0.000,3.85,4.52
34.791,0.000,0.000,5.73,4.33
34.808,0.000,0.000,6.48,4.28
34.846,0.000,0.000,9.07,4.54
34.884,0.000,0.000,11.27,5.02
34.899,0.000,0.000,12.51,5.55
34.938,0.000,0.000,16.34,7.76
34.962,0.000,0.000,17.64,9.74
35.000,0.000,0.000,20.39,11.83
35.038,0.000,0.000,24.40,14.26
35.050,0.000,0.000,24.40,16.20
35.085,0.000,0.000,28.27,18.36
35.112,0.000,0.000,29.62,20.24
35.153,0.000,0.000,32.21,22.06
35.201,0.000,0.000,35.91,24.00
35.204,0.000,0.000,37.18,25.61
35.240,0.000,0.000,39.86,27.07
35.262,0.000,0.000,42.48,28.29
35.299,0.000,0.000,44.90,29.49
35.348,0.000,0.000,48.53,30.43
35.353,0.000,0.000,48.53,31.18
35.383,0.000,0.000,50.87,31.82
35.414,0.000,0.000,52.97,32.29
35.448,0.000,0.000,55.17,33.07
35.484,0.000,0.000,58.02,33.84
35.508,0.000,0.000,58.91,34.47
35.547,0.000,0.000,60.63,35.18
35.585,0.000,0.000,62.88,35.90
35.604,0.000,0.000,63.53,36.57
35.636,0.000,0.000,64.63,37.32
35.662,0.000,0.000,64.99,38.13
35.687,0.000,0.000,65.59,39.18
35.738,0.000,0.000,65.62,41.12
35.750,0.000,0.000,65.62,42.67
35.785,0.000,0.000,64.98,44.68
35.815,0.000,0.000,63.92,47.15
35.850,0.000,0.000,62.61,49.94
35.898,0.000,0.000,59.83,53.22
35.901,0.000,0.000,58.71,56.34
35.935,0.000,0.000,56.29,59.65
35.963,0.000,0.000,54.97,63.53
36.004,0.000,0.000,52.12,67.10
36.048,0.000,0.000,46.13,71.07
36.053,0.000,0.000,46.13,74.25
36.084,0.000,0.000,42.93,76.36
36.114,0.000,0.000,39.73,78.68
36.149,0.000,0.000,36.67,79.71
36.185,0.000,0.000,33.55,79.20
36.214,0.000,0.000,30.50,77.97
36.238,0.000,0.000,27.54,75.59
36.298,0.000,0.000,23.28,71.56
36.304,0.000,0.000,21.91,68.09
36.346,0.000,0.000,19.14,63.71
36.363,0.000,0.000,17.76,60.17
36.402,0.000,0.000,15.08,55.62
36.448,0.000,0.000,11.11,50.00
36.451,0.000,0.000,9.81,45.51
36.488,0.000,0.000,7.43,41.92
36.513,0.000,0.000,5.26,39.04
36.548,0.000,0.000,3.27,36.74
36.584,0.000,0.000,1.47,34.90
36.602,0.000,0.000,0.59,33.43
36.638,0.000,0.000,-1.81,32.25
36.662,0.000,0.000,-2.63,31.31
36.703,0.000,0.000,-4.17,30.56
36.746,0.000,0.000,-5.70,29.95
36.753,0.000,0.000,-6.15,29.47
36.785,0.000,0.000,-6.93,29.09
36.814,0.000,0.000,-7.53,28.78
36.848,0.000,0.000,-8.03,28.53
36.885,0.000,0.000,-8.46,28.33
36.905,0.000,0.000,-8.60,28.17
36.948,0.000,0.000,-8.75,28.05
36.970,0.000,0.000,-8.75,27.95
37.000,0.000,0.000,-8.82,27.87
37.048,0.000,0.000,-8.96,27.80
37.058,0.000,0.000,-9.00,27.75
37.089,0.000,0.000,-9.06,27.71
37.147,0.000,0.000,-9.20,27.67
37.153,0.000,0.000,-9.29,27.65
37.185,0.000,0.000,-9.42,27.63
37.213,0.000,0.000,-9.49,27.61
37.253,0.000,0.000,-9.49,27.60
37.289,0.000,0.000,-9.59,27.59
37.302,0.000,0.000,-9.57,27.58
37.335,0.000,0.000,-9.54,27.57
37.363,0.000,0.000,-9.40,27.56
37.404,0.000,0.000,-9.10,27.56
37.467,0.000,0.000,-8.82,27.56
37.473,0.000,0.000,-8.66,27.55
37.504,0.000,0.000,-8.53,27.55
37.517,0.000,0.000,-8.53,27.55
37.551,0.000,0.000,-8.43,27.55
37.597,0.000,0.000,-8.39,27.55
37.605,0.000,0.000,-8.41,27.55
37.635,0.000,0.000,-8.47,27.55
37.700,0.000,0.000,-8.64,27.54
37.703,0.000,0.000,-8.70,27.54
37.793,0.000,0.000,-9.02,27.54
37.843,0.000,0.000,-9.30,27.54
37.856,0.000,0.000,-9.79,27.54
37.885,0.000,0.000,-10.07,27.54
37.918,0.000,0.000,-10.23,27.54
37.950,0.000,0.000,-10.23,27.54
37.954,0.000,0.000,-10.23,27.54
38.004,0.000,0.000,-10.26,27.54
38.014,0.000,0.000,-10.22,27.54
38.048,0.000,0.000,-9.89,27.54
38.085,0.000,0.000,-9.59,27.54
38.106,0.000,0.000,-9.45,27.54
38.148,0.000,0.000,-8.89,27.54
38.184,0.000,0.000,-8.67,27.54
38.201,0.000,0.000,-8.56,27.54
38.241,0.000,0.000,-8.36,27.54
38.261,0.000,0.000,-8.33,27.54
38.288,0.000,0.000,-8.33,27.54
38.343,0.000,0.000,-8.37,27.54
38.349,0.000,0.000,-8.40,27.54
38.384,0.000,0.000,-8.32,27.54
38.414,0.000,0.000,-8.18,27.54
38.449,0.000,0.000,-7.86,27.54
38.497,0.000,0.000,-7.49,27.54
38.501,0.000,0.000,-7.38,27.54
38.535,0.000,0.000,-6.93,27.54
38.563,0.000,0.000,-6.56,27.54
38.600,0.000,0.000,-6.62,27.54
38.648,0.000,0.000,-6.78,27.54
38.652,0.000,0.000,-6.87,27.54
38.686,0.000,0.000,-6.94,27.54
38.714,0.000,0.000,-6.98,27.54
38.748,0.000,0.000,-6.88,27.54
38.784,0.000,0.000,-6.39,27.54
38.806,0.000,0.000,-6.22,27.54
38.853,0.000,0.000,-5.94,27.54
38.884,0.000,0.000,-5.40,27.54
38.900,0.000,0.000,-5.30,27.54
38.949,0.000,0.000,-4.90,27.54
38.957,0.000,0.000,-4.79,27.54
38.987,0.000,0.000,-4.61,27.54
39.039,0.000,0.000,-4.20,27.54
39.051,0.000,0.000,-4.00,27.54
39.085,0.000,0.000,-3.68,27.54
39.114,0.000,0.000,-3.55,27.54
39.153,0.000,0.000,-3.28,27.54
39.203,0.000,0.000,-3.17,27.54
39.212,0.000,0.000,-3.15,27.54
39.238,0.000,0.000,-3.08,27.54
39.262,0.000,0.000,-2.81,27.54
39.299,0.000,0.000,-2.29,27.54
39.365,0.000,0.000,-1.14,27.54
39.369,0.000,0.000,-0.63,27.54
39.402,0.000,0.000,0.98,27.54
39.417,0.000,0.000,0.98,27.54
39.452,0.000,0.000,2.92,27.54
39.484,0.000,0.000,4.39,27.54
39.505,0.000,0.000,5.03,27.54
39.537,0.000,0.000,6.46,27.54
39.598,0.000,0.000,8.54,27.54
39.601,0.000,0.000,9.25,27.54
39.633,0.000,0.000,10.88,27.54
39.665,0.000,0.000,11.65,27.54
39.687,0.000,0.000,13.02,27.54
39.741,0.000,0.000,16.06,27.54
39.752,0.000,0.000,16.06,27.54
39.788,0.000,0.000,17.91,27.54
39.810,0.000,0.000,18.44,27.54
39.849,0.000,0.000,19.40,26.77
39.898,0.000,0.000,21.11,26.55
39.900,0.000,0.000,21.11,26.38
39.934,0.000,0.000,22.82,26.52
39.963,0.000,0.000,23.18,26.77
39.998,0.000,0.000,24.68,27.33
40.035,0.000,0.000,25.26,28.05
40.053,0.000,0.000,25.47,28.78
40.099,0.000,0.000,26.66,29.70
40.114,0.000,0.000,26.99,30.29
40.149,0.000,0.000,27.34,30.99
40.195,0.000,0.000,27.58,32.08
40.205,0.000,0.000,27.75,33.04
40.235,0.000,0.000,27.85,33.82
40.290,0.000,0.000,28.23,34.51
40.300,0.000,0.000,28.23,35.07
40.334,0.000,0.000,28.67,35.45
40.366,0.000,0.000,28.77,35.79
40.399,0.000,0.000,29.04,36.24
40.438,0.000,0.000,29.21,36.67
40.450,0.000,0.000,29.24,37.02
40.485,0.000,0.000,29.14,37.45
40.517,0.000,0.000,28.93,37.99
40.547,0.000,0.000,28.69,38.50
40.601,0.000,0.000,28.34,38.91
40.604,0.000,0.000,28.23,39.23
40.651,0.000,0.000,28.00,39.49
40.662,0.000,0.000,28.00,39.70
40.703,0.000,0.000,27.92,39.58
40.752,0.000,0.000,27.73,39.42
40.762,0.000,0.000,27.69,39.29
40.800,0.000,0.000,27.59,39.17
40.815,0.000,0.000,27.49,39.03
40.847,0.000,0.000,27.42,38.91
40.884,0.000,0.000,27.31,38.77
40.905,0.000,0.000,27.26,38.67
40.938,0.000,0.000,27.09,38.57
40.988,0.000,0.000,27.03,38.49
41.001,0.000,0.000,26.99,38.43
41.048,0.000,0.000,26.89,38.38
41.063,0.000,0.000,26.88,38.34
41.088,0.000,0.000,26.84,38.30
41.135,0.000,0.000,26.77,38.28
41.151,0.000,0.000,26.75,38.26
41.191,0.000,0.000,26.67,38.24
41.218,0.000,0.000,26.64,38.23
41.250,0.000,0.000,26.53,38.22
