Time(sec),Force(g),Displacement(mm),Angle(deg),Target_Force(g)
0.726,0.000,0.000,12.10,12.14
0.727,0.000,0.000,12.10,12.97
0.728,0.000,0.000,12.10,13.55
0.751,0.000,0.000,12.64,14.14
0.752,0.000,0.000,12.64,14.55
0.753,0.000,0.000,12.64,14.83
0.756,0.000,0.000,12.64,15.03
0.762,0.000,0.000,13.18,15.39
0.766,0.000,0.000,13.18,15.64
0.784,0.000,0.000,13.68,16.05
0.785,0.000,0.000,13.68,16.34
0.793,0.000,0.000,14.26,16.81
0.794,0.000,0.000,14.26,17.15
0.799,0.000,0.000,15.14,17.60
0.804,0.000,0.000,15.14,17.92
0.809,0.000,0.000,15.97,18.31
0.810,0.000,0.000,15.97,18.58
0.826,0.000,0.000,15.97,18.77
0.827,0.000,0.000,15.97,18.91
0.850,0.000,0.000,16.63,19.19
0.851,0.000,0.000,16.63,19.39
0.860,0.000,0.000,17.27,19.64
0.861,0.000,0.000,17.27,19.81
0.862,0.000,0.000,17.27,19.93
0.863,0.000,0.000,17.27,20.02
0.883,0.000,0.000,17.91,20.35
0.884,0.000,0.000,17.91,20.58
0.892,0.000,0.000,18.58,21.03
0.893,0.000,0.000,18.58,21.34
0.894,0.000,0.000,19.13,21.79
0.895,0.000,0.000,19.13,22.11
0.918,0.000,0.000,19.60,22.57
0.919,0.000,0.000,19.60,22.90
0.924,0.000,0.000,20.16,23.25
0.925,0.000,0.000,20.16,23.50
0.926,0.000,0.000,20.16,23.67
0.927,0.000,0.000,20.16,23.79
0.934,0.000,0.000,20.76,24.01
0.935,0.000,0.000,20.76,24.17
0.937,0.000,0.000,20.76,24.27
0.940,0.000,0.000,20.76,24.35
0.969,0.000,0.000,21.29,24.72
0.970,0.000,0.000,21.29,24.98
0.972,0.000,0.000,21.68,25.16
0.974,0.000,0.000,21.68,25.29
0.977,0.000,0.000,21.68,25.37
0.979,0.000,0.000,21.68,25.44
0.983,0.000,0.000,21.95,25.61
0.984,0.000,0.000,21.95,25.73
0.985,0.000,0.000,21.95,25.81
0.986,0.000,0.000,21.95,25.87
1.000,0.000,0.000,22.30,26.24
1.001,0.000,0.000,22.30,26.50
1.002,0.000,0.000,22.30,26.68
1.005,0.000,0.000,22.30,26.81
1.029,0.000,0.000,22.69,27.12
1.033,0.000,0.000,22.69,27.34
1.034,0.000,0.000,22.69,27.50
1.035,0.000,0.000,22.69,27.60
1.042,0.000,0.000,23.05,27.77
1.043,0.000,0.000,23.05,27.89
1.044,0.000,0.000,23.05,27.98
1.044,0.000,0.000,23.05,28.04
1.049,0.000,0.000,23.39,28.55
1.050,0.000,0.000,23.39,28.90
1.051,0.000,0.000,23.39,29.16
1.052,0.000,0.000,23.39,29.33
1.079,0.000,0.000,23.71,29.56
1.080,0.000,0.000,23.71,29.72
1.085,0.000,0.000,24.15,29.82
1.086,0.000,0.000,24.15,29.89
1.089,0.000,0.000,24.15,20.93
1.091,0.000,0.000,24.15,14.65
1.094,0.000,0.000,24.65,10.25
1.098,0.000,0.000,24.65,7.18
1.099,0.000,0.000,24.65,5.02
1.100,0.000,0.000,24.65,3.52
1.133,0.000,0.000,25.06,2.46
1.133,0.000,0.000,25.06,1.72
1.135,0.000,0.000,25.47,1.21
1.136,0.000,0.000,25.47,0.84
1.137,0.000,0.000,25.47,0.59
1.138,0.000,0.000,25.47,0.41
1.143,0.000,0.000,25.88,0.29
1.144,0.000,0.000,25.88,0.20
1.145,0.000,0.000,25.88,0.14
1.146,0.000,0.000,25.88,0.10
1.166,0.000,0.000,26.38,0.07
1.167,0.000,0.000,26.38,0.05
1.183,0.000,0.000,26.38,0.03
1.184,0.000,0.000,26.38,0.02
1.186,0.000,0.000,27.03,0.02
1.188,0.000,0.000,27.03,0.01
1.192,0.000,0.000,27.53,0.01
1.193,0.000,0.000,27.53,0.01
1.207,0.000,0.000,27.99,0.00
1.209,0.000,0.000,27.99,0.00
1.210,0.000,0.000,27.99,0.00
1.210,0.000,0.000,27.99,0.00
1.233,0.000,0.000,28.55,0.00
1.234,0.000,0.000,28.55,0.00
1.240,0.000,0.000,29.27,0.00
1.241,0.000,0.000,29.27,9.80
1.242,0.000,0.000,29.27,16.67
1.243,0.000,0.000,29.27,21.47
1.257,0.000,0.000,29.81,24.94
1.258,0.000,0.000,29.81,27.36
1.259,0.000,0.000,29.81,29.06
1.260,0.000,0.000,29.81,30.25
1.261,0.000,0.000,29.81,31.08
1.262,0.000,0.000,29.81,31.67
1.292,0.000,0.000,30.36,32.22
1.293,0.000,0.000,30.36,32.61
1.294,0.000,0.000,30.36,32.88
1.294,0.000,0.000,30.36,33.07
1.296,0.000,0.000,30.82,33.34
1.300,0.000,0.000,30.82,33.54
1.303,0.000,0.000,31.24,33.79
1.304,0.000,0.000,31.24,33.97
1.307,0.000,0.000,31.24,34.10
1.308,0.000,0.000,31.24,34.19
1.333,0.000,0.000,31.69,34.61
1.334,0.000,0.000,31.69,34.91
1.340,0.000,0.000,32.35,35.18
1.341,0.000,0.000,32.35,35.38
1.350,0.000,0.000,33.22,35.43
1.351,0.000,0.000,33.22,35.47
1.352,0.000,0.000,33.22,35.50
1.353,0.000,0.000,33.22,35.52
1.383,0.000,0.000,34.31,35.33
1.384,0.000,0.000,34.31,35.20
1.385,0.000,0.000,34.31,35.11
1.387,0.000,0.000,34.31,35.05
1.392,0.000,0.000,35.45,34.82
1.394,0.000,0.000,35.45,34.66
1.395,0.000,0.000,35.45,34.54
1.399,0.000,0.000,35.45,34.46
1.400,0.000,0.000,36.74,34.17
1.401,0.000,0.000,36.74,33.97
1.402,0.000,0.000,36.74,33.83
1.407,0.000,0.000,36.74,33.73
1.429,0.000,0.000,38.00,33.66
1.433,0.000,0.000,38.00,33.62
1.436,0.000,0.000,39.27,33.59
1.437,0.000,0.000,39.27,33.57
1.446,0.000,0.000,40.69,33.46
1.449,0.000,0.000,40.69,33.38
1.450,0.000,0.000,40.69,33.32
1.451,0.000,0.000,40.69,33.28
1.479,0.000,0.000,41.89,33.40
1.480,0.000,0.000,41.89,33.48
1.485,0.000,0.000,42.91,33.66
1.486,0.000,0.000,42.91,33.79
1.491,0.000,0.000,42.91,33.89
1.492,0.000,0.000,42.91,33.95
1.494,0.000,0.000,43.59,34.17
1.495,0.000,0.000,43.59,34.33
1.500,0.000,0.000,43.59,34.44
1.501,0.000,0.000,43.59,34.52
1.510,0.000,0.000,44.18,34.90
1.511,0.000,0.000,44.18,35.17
1.526,0.000,0.000,44.18,35.36
1.527,0.000,0.000,44.18,35.49
1.542,0.000,0.000,44.82,36.24
1.543,0.000,0.000,44.82,36.75
1.544,0.000,0.000,44.82,37.12
1.545,0.000,0.000,44.82,37.37
1.549,0.000,0.000,45.39,37.87
1.551,0.000,0.000,45.39,38.22
1.552,0.000,0.000,45.39,38.46
1.553,0.000,0.000,45.39,38.63
1.558,0.000,0.000,45.88,39.23
1.559,0.000,0.000,45.88,39.65
1.560,0.000,0.000,45.88,39.94
1.561,0.000,0.000,45.88,40.14
1.587,0.000,0.000,46.12,40.63
1.588,0.000,0.000,46.12,40.97
1.593,0.000,0.000,46.40,41.47
1.594,0.000,0.000,46.40,41.82
1.599,0.000,0.000,46.40,42.07
1.600,0.000,0.000,46.40,42.24
1.606,0.000,0.000,46.60,42.73
1.607,0.000,0.000,46.60,43.07
1.609,0.000,0.000,46.60,43.31
1.610,0.000,0.000,46.60,43.47
1.635,0.000,0.000,46.79,43.92
1.636,0.000,0.000,46.79,44.23
1.641,0.000,0.000,46.79,44.45
1.642,0.000,0.000,46.79,44.60
1.645,0.000,0.000,47.12,44.88
1.646,0.000,0.000,47.12,45.08
1.657,0.000,0.000,47.67,44.94
1.658,0.000,0.000,47.67,44.85
1.659,0.000,0.000,47.67,44.78
1.660,0.000,0.000,47.67,44.73
1.684,0.000,0.000,48.11,44.58
1.685,0.000,0.000,48.11,44.47
1.686,0.000,0.000,48.11,44.40
1.687,0.000,0.000,48.11,44.35
1.696,0.000,0.000,48.45,44.21
1.700,0.000,0.000,48.45,44.11
1.710,0.000,0.000,48.45,44.04
1.711,0.000,0.000,48.45,43.99
1.723,0.000,0.000,48.73,43.88
1.724,0.000,0.000,48.73,43.80
1.734,0.000,0.000,48.73,43.74
1.735,0.000,0.000,48.73,43.70
1.745,0.000,0.000,49.20,43.66
1.750,0.000,0.000,49.20,43.63
1.751,0.000,0.000,49.62,43.54
1.752,0.000,0.000,49.62,43.49
1.754,0.000,0.000,49.62,43.45
1.756,0.000,0.000,49.62,43.42
1.777,0.000,0.000,49.97,43.46
1.778,0.000,0.000,49.97,43.48
1.779,0.000,0.000,49.97,43.50
1.783,0.000,0.000,49.97,43.52
1.785,0.000,0.000,50.40,43.50
1.786,0.000,0.000,50.40,43.49
1.791,0.000,0.000,51.00,43.15
1.792,0.000,0.000,51.00,42.90
1.793,0.000,0.000,51.00,42.74
1.794,0.000,0.000,51.00,42.62
1.819,0.000,0.000,51.68,42.33
1.820,0.000,0.000,51.68,42.13
1.824,0.000,0.000,52.15,42.08
1.825,0.000,0.000,52.15,42.04
1.828,0.000,0.000,52.15,42.02
1.829,0.000,0.000,52.15,42.00
1.852,0.000,0.000,52.51,42.03
1.857,0.000,0.000,52.51,42.05
1.858,0.000,0.000,52.86,42.07
1.859,0.000,0.000,52.86,42.08
1.866,0.000,0.000,53.26,42.29
1.867,0.000,0.000,53.26,42.43
1.882,0.000,0.000,53.26,42.53
1.884,0.000,0.000,53.26,42.60
1.900,0.000,0.000,53.65,42.83
1.901,0.000,0.000,53.65,42.99
1.902,0.000,0.000,53.65,43.11
1.906,0.000,0.000,53.65,43.19
1.908,0.000,0.000,54.06,43.35
1.909,0.000,0.000,54.06,43.46
1.912,0.000,0.000,54.58,43.39
1.916,0.000,0.000,54.58,43.34
1.937,0.000,0.000,55.19,43.05
1.937,0.000,0.000,55.19,42.85
1.940,0.000,0.000,55.19,42.71
1.941,0.000,0.000,55.19,42.61
1.945,0.000,0.000,55.80,42.43
1.949,0.000,0.000,55.80,42.30
1.951,0.000,0.000,55.80,42.22
1.951,0.000,0.000,55.80,42.15
1.959,0.000,0.000,56.37,41.98
1.959,0.000,0.000,56.37,41.85
1.960,0.000,0.000,56.37,41.76
1.961,0.000,0.000,56.37,41.70
1.985,0.000,0.000,57.05,41.47
1.987,0.000,0.000,57.05,41.31
1.988,0.000,0.000,57.05,41.19
1.992,0.000,0.000,57.05,41.11
1.995,0.000,0.000,57.98,40.73
1.996,0.000,0.000,57.98,40.47
1.997,0.000,0.000,57.98,40.28
2.000,0.000,0.000,57.98,40.15
2.006,0.000,0.000,58.98,39.82
2.008,0.000,0.000,58.98,39.59
2.009,0.000,0.000,58.98,39.42
2.010,0.000,0.000,58.98,39.31
2.033,0.000,0.000,59.89,39.17
2.034,0.000,0.000,59.89,39.08
2.041,0.000,0.000,60.94,38.53
2.042,0.000,0.000,60.94,38.14
2.043,0.000,0.000,60.94,37.87
2.044,0.000,0.000,60.94,37.68
2.056,0.000,0.000,61.73,37.48
2.057,0.000,0.000,61.73,37.35
2.058,0.000,0.000,61.73,37.25
2.059,0.000,0.000,61.73,37.18
2.083,0.000,0.000,62.21,37.40
2.084,0.000,0.000,62.21,37.55
2.085,0.000,0.000,62.21,37.66
2.086,0.000,0.000,62.21,37.73
2.092,0.000,0.000,62.62,38.16
2.093,0.000,0.000,62.62,38.46
2.102,0.000,0.000,63.13,38.77
2.103,0.000,0.000,63.13,38.98
2.105,0.000,0.000,63.13,39.13
2.106,0.000,0.000,63.13,39.23
2.108,0.000,0.000,63.13,39.31
2.109,0.000,0.000,63.13,39.36
2.143,0.000,0.000,63.75,40.05
2.144,0.000,0.000,63.75,40.53
2.146,0.000,0.000,64.45,40.74
2.148,0.000,0.000,64.45,40.89
2.153,0.000,0.000,64.45,40.99
2.155,0.000,0.000,64.45,41.06
2.156,0.000,0.000,65.31,40.83
2.158,0.000,0.000,65.31,40.67
2.160,0.000,0.000,65.31,40.56
2.161,0.000,0.000,65.31,40.48
2.191,0.000,0.000,66.11,40.19
2.192,0.000,0.000,66.11,39.99
2.195,0.000,0.000,66.76,39.82
2.199,0.000,0.000,66.76,39.71
2.200,0.000,0.000,67.55,39.38
2.201,0.000,0.000,67.55,39.14
2.228,0.000,0.000,68.30,39.08
2.229,0.000,0.000,68.30,39.03
2.230,0.000,0.000,68.30,39.00
2.234,0.000,0.000,68.30,38.97
2.237,0.000,0.000,68.87,39.19
2.239,0.000,0.000,68.87,39.34
2.246,0.000,0.000,69.10,39.78
2.247,0.000,0.000,69.10,40.09
2.251,0.000,0.000,69.10,40.31
2.252,0.000,0.000,69.10,40.46
2.282,0.000,0.000,69.37,40.82
2.283,0.000,0.000,69.37,41.06
2.286,0.000,0.000,69.37,41.24
2.287,0.000,0.000,69.37,41.36
2.290,0.000,0.000,69.63,41.93
2.294,0.000,0.000,69.63,42.33
2.295,0.000,0.000,69.63,42.61
2.296,0.000,0.000,69.63,42.80
2.300,0.000,0.000,69.90,43.38
2.302,0.000,0.000,69.90,43.79
2.303,0.000,0.000,69.90,44.08
2.305,0.000,0.000,69.90,44.28
2.310,0.000,0.000,70.12,44.67
2.311,0.000,0.000,70.12,44.94
2.323,0.000,0.000,70.12,45.13
2.324,0.000,0.000,70.12,45.27
2.340,0.000,0.000,70.33,45.44
2.341,0.000,0.000,70.33,45.57
2.345,0.000,0.000,70.48,45.72
2.346,0.000,0.000,70.48,45.83
2.358,0.000,0.000,70.65,45.99
2.359,0.000,0.000,70.65,46.10
2.360,0.000,0.000,70.65,46.18
2.361,0.000,0.000,70.65,46.24
2.383,0.000,0.000,70.73,46.45
2.383,0.000,0.000,70.73,46.60
2.384,0.000,0.000,70.73,46.70
2.385,0.000,0.000,70.73,46.78
2.394,0.000,0.000,70.81,46.98
2.395,0.000,0.000,70.81,47.11
2.396,0.000,0.000,70.81,47.21
2.401,0.000,0.000,70.81,47.28
2.407,0.000,0.000,70.94,47.37
2.408,0.000,0.000,70.94,47.44
2.409,0.000,0.000,70.94,47.48
2.409,0.000,0.000,70.94,47.51
2.434,0.000,0.000,71.06,47.59
2.435,0.000,0.000,71.06,47.64
2.436,0.000,0.000,71.06,47.68
2.437,0.000,0.000,71.06,47.71
2.441,0.000,0.000,71.19,47.77
2.442,0.000,0.000,71.19,47.81
2.443,0.000,0.000,71.19,47.84
2.444,0.000,0.000,71.19,47.86
2.462,0.000,0.000,71.26,47.89
2.463,0.000,0.000,71.26,47.91
2.465,0.000,0.000,71.26,47.92
2.466,0.000,0.000,71.26,47.93
2.488,0.000,0.000,71.34,47.93
2.490,0.000,0.000,71.34,47.93
2.491,0.000,0.000,71.34,47.93
2.492,0.000,0.000,71.34,47.93
2.495,0.000,0.000,71.48,47.93
2.495,0.000,0.000,71.48,47.93
2.506,0.000,0.000,71.59,47.94
2.507,0.000,0.000,71.59,47.94
2.510,0.000,0.000,71.59,47.94
2.510,0.000,0.000,71.59,47.95
2.536,0.000,0.000,71.66,48.01
2.537,0.000,0.000,71.66,48.06
2.538,0.000,0.000,71.66,48.09
2.539,0.000,0.000,71.66,48.11
2.543,0.000,0.000,71.70,48.16
2.544,0.000,0.000,71.70,48.20
2.550,0.000,0.000,71.77,48.23
2.551,0.000,0.000,71.77,48.25
2.553,0.000,0.000,71.77,48.26
2.556,0.000,0.000,71.77,48.27
2.583,0.000,0.000,71.85,48.33
2.584,0.000,0.000,71.85,48.37
2.591,0.000,0.000,71.89,48.48
2.592,0.000,0.000,71.89,48.55
2.599,0.000,0.000,71.90,48.67
2.600,0.000,0.000,71.90,48.75
2.629,0.000,0.000,71.87,48.87
2.630,0.000,0.000,71.87,48.95
2.635,0.000,0.000,71.82,49.14
2.637,0.000,0.000,71.82,49.27
2.649,0.000,0.000,71.75,49.52
2.650,0.000,0.000,71.75,49.70
2.678,0.000,0.000,71.68,49.94
2.679,0.000,0.000,71.68,50.10
2.685,0.000,0.000,71.57,50.35
2.686,0.000,0.000,71.57,50.52
2.689,0.000,0.000,71.57,50.64
2.690,0.000,0.000,71.57,50.73
2.694,0.000,0.000,71.42,50.93
2.694,0.000,0.000,71.42,35.65
2.699,0.000,0.000,71.42,24.96
2.700,0.000,0.000,71.42,17.47
2.710,0.000,0.000,71.31,12.23
2.711,0.000,0.000,71.31,8.56
2.726,0.000,0.000,71.31,5.99
2.728,0.000,0.000,71.31,4.19
2.750,0.000,0.000,71.11,2.94
2.751,0.000,0.000,71.11,17.69
2.752,0.000,0.000,71.11,28.02
2.754,0.000,0.000,71.11,35.26
2.757,0.000,0.000,71.11,40.32
2.759,0.000,0.000,71.11,43.86
2.760,0.000,0.000,70.83,46.55
2.761,0.000,0.000,70.83,48.43
2.764,0.000,0.000,70.09,50.56
2.764,0.000,0.000,70.09,52.06
2.769,0.000,0.000,70.09,53.10
2.771,0.000,0.000,70.09,53.84
2.795,0.000,0.000,69.16,55.27
2.801,0.000,0.000,69.16,56.27
2.803,0.000,0.000,68.15,58.15
2.804,0.000,0.000,68.15,59.47
2.808,0.000,0.000,67.10,61.52
2.809,0.000,0.000,67.10,62.95
2.834,0.000,0.000,66.11,65.17
2.834,0.000,0.000,66.11,66.72
2.845,0.000,0.000,65.15,68.09
2.846,0.000,0.000,65.15,69.04
2.857,0.000,0.000,64.31,69.67
2.858,0.000,0.000,64.31,70.10
2.859,0.000,0.000,64.31,70.41
2.860,0.000,0.000,64.31,70.62
2.883,0.000,0.000,63.33,70.64
2.884,0.000,0.000,63.33,70.65
2.890,0.000,0.000,62.12,70.90
2.891,0.000,0.000,62.12,71.08
2.904,0.000,0.000,60.87,71.79
2.905,0.000,0.000,60.87,72.29
2.907,0.000,0.000,60.87,72.63
2.908,0.000,0.000,60.87,72.88
2.936,0.000,0.000,59.64,73.26
2.937,0.000,0.000,59.64,73.54
2.941,0.000,0.000,58.36,74.61
2.942,0.000,0.000,58.36,75.37
2.950,0.000,0.000,56.93,76.91
2.951,0.000,0.000,56.93,78.00
2.953,0.000,0.000,56.93,78.76
2.954,0.000,0.000,56.93,79.29
2.983,0.000,0.000,55.43,80.08
2.984,0.000,0.000,55.43,80.64
2.988,0.000,0.000,53.94,80.99
2.989,0.000,0.000,53.94,81.23
3.000,0.000,0.000,52.10,83.47
3.001,0.000,0.000,52.10,85.03
3.002,0.000,0.000,52.10,86.13
3.003,0.000,0.000,52.10,86.90
3.033,0.000,0.000,50.21,87.72
3.034,0.000,0.000,50.21,88.29
3.037,0.000,0.000,48.35,89.48
3.038,0.000,0.000,48.35,90.32
3.046,0.000,0.000,46.64,92.19
3.047,0.000,0.000,46.64,93.50
3.051,0.000,0.000,46.64,94.42
3.053,0.000,0.000,46.64,95.06
3.083,0.000,0.000,45.28,95.09
3.084,0.000,0.000,45.28,95.12
3.097,0.000,0.000,43.97,92.96
3.098,0.000,0.000,43.97,91.45
3.113,0.000,0.000,42.85,89.70
3.116,0.000,0.000,42.85,88.47
3.117,0.000,0.000,42.85,87.62
3.118,0.000,0.000,42.85,87.02
3.127,0.000,0.000,41.76,84.85
3.128,0.000,0.000,41.76,83.33
3.128,0.000,0.000,41.76,82.27
3.129,0.000,0.000,41.76,81.53
3.133,0.000,0.000,40.66,79.18
3.134,0.000,0.000,40.66,77.54
3.135,0.000,0.000,40.66,76.39
3.138,0.000,0.000,40.66,75.58
3.161,0.000,0.000,39.63,74.25
3.162,0.000,0.000,39.63,73.31
3.163,0.000,0.000,38.44,72.57
3.168,0.000,0.000,38.44,72.05
3.170,0.000,0.000,38.44,71.68
3.171,0.000,0.000,38.44,71.43
3.192,0.000,0.000,37.33,70.68
3.200,0.000,0.000,37.33,70.16
3.201,0.000,0.000,37.33,69.80
3.202,0.000,0.000,37.33,69.54
3.203,0.000,0.000,36.22,69.15
3.204,0.000,0.000,36.22,68.88
3.207,0.000,0.000,36.22,68.69
3.208,0.000,0.000,36.22,68.55
3.211,0.000,0.000,35.14,67.96
3.212,0.000,0.000,35.14,67.55
3.234,0.000,0.000,34.11,67.13
3.235,0.000,0.000,34.11,66.83
3.236,0.000,0.000,34.11,66.62
3.238,0.000,0.000,34.11,66.47
3.242,0.000,0.000,32.93,65.77
3.243,0.000,0.000,32.93,65.28
3.244,0.000,0.000,32.93,64.93
3.245,0.000,0.000,32.93,64.69
3.256,0.000,0.000,31.83,64.11
3.258,0.000,0.000,31.83,63.71
3.259,0.000,0.000,31.83,63.43
3.260,0.000,0.000,31.83,63.23
3.284,0.000,0.000,30.77,62.31
3.285,0.000,0.000,30.77,61.67
3.289,0.000,0.000,29.78,61.22
3.291,0.000,0.000,29.78,60.91
3.292,0.000,0.000,29.78,60.69
3.293,0.000,0.000,29.78,60.53
3.307,0.000,0.000,28.82,59.84
3.308,0.000,0.000,28.82,59.36
3.309,0.000,0.000,28.82,59.02
3.310,0.000,0.000,28.82,58.78
3.333,0.000,0.000,27.80,57.79
3.334,0.000,0.000,27.80,57.10
3.341,0.000,0.000,26.77,56.24
3.342,0.000,0.000,26.77,55.63
3.343,0.000,0.000,26.77,55.21
3.344,0.000,0.000,26.77,54.92
3.350,0.000,0.000,25.72,54.47
3.351,0.000,0.000,25.72,54.16
3.352,0.000,0.000,25.72,53.94
3.353,0.000,0.000,25.72,53.79
3.384,0.000,0.000,24.81,52.60
3.385,0.000,0.000,24.81,51.77
3.389,0.000,0.000,23.95,50.79
3.391,0.000,0.000,23.95,50.11
3.400,0.000,0.000,23.09,49.13
3.401,0.000,0.000,23.09,48.45
3.433,0.000,0.000,22.19,47.37
3.434,0.000,0.000,22.19,46.62
3.435,0.000,0.000,22.19,46.09
3.436,0.000,0.000,22.19,45.72
3.449,0.000,0.000,21.22,44.83
3.451,0.000,0.000,21.22,44.21
3.452,0.000,0.000,21.22,43.78
3.453,0.000,0.000,21.22,43.48
