Time(sec),Force(g),Displacement(mm),Angle(deg),Target_Force(g)
1.538,0.000,0.000,86.39,51.85
1.538,0.000,0.000,86.39,51.85
1.545,0.000,0.000,86.36,51.51
1.545,0.000,0.000,86.36,51.51
1.560,0.000,0.000,86.41,50.98
1.560,0.000,0.000,86.41,50.98
1.583,0.000,0.000,86.46,50.37
1.583,0.000,0.000,86.46,50.37
1.593,0.000,0.000,86.39,50.11
1.593,0.000,0.000,86.39,50.11
1.609,0.000,0.000,86.17,50.51
1.610,0.000,0.000,86.17,50.51
1.632,0.000,0.000,85.90,51.35
1.632,0.000,0.000,85.90,51.35
1.640,0.000,0.000,85.64,52.63
1.640,0.000,0.000,85.64,52.63
1.657,0.000,0.000,85.45,53.50
1.657,0.000,0.000,85.45,53.50
1.672,0.000,0.000,85.29,53.90
1.672,0.000,0.000,85.29,53.90
1.693,0.000,0.000,85.10,53.72
1.693,0.000,0.000,85.10,53.72
1.704,0.000,0.000,84.75,54.16
1.704,0.000,0.000,84.75,54.16
1.721,0.000,0.000,84.27,54.83
1.721,0.000,0.000,84.27,54.83
1.739,0.000,0.000,83.76,56.22
1.739,0.000,0.000,83.76,56.22
1.753,0.000,0.000,83.30,57.43
1.753,0.000,0.000,83.30,57.43
1.768,0.000,0.000,82.86,58.60
1.768,0.000,0.000,82.86,58.60
1.789,0.000,0.000,82.37,59.04
1.789,0.000,0.000,82.37,59.04
1.800,0.000,0.000,81.83,59.46
1.800,0.000,0.000,81.83,59.46
1.817,0.000,0.000,81.28,59.46
1.817,0.000,0.000,81.28,59.46
1.840,0.000,0.000,80.83,59.46
1.840,0.000,0.000,80.83,59.46
1.849,0.000,0.000,80.41,59.34
1.849,0.000,0.000,80.41,59.34
1.865,0.000,0.000,79.98,59.15
1.865,0.000,0.000,79.98,59.15
1.891,0.000,0.000,79.57,58.54
1.891,0.000,0.000,79.57,58.54
1.896,0.000,0.000,79.22,57.83
1.896,0.000,0.000,79.22,57.83
1.913,0.000,0.000,78.91,57.10
1.913,0.000,0.000,78.91,57.10
1.938,0.000,0.000,78.62,56.57
1.939,0.000,0.000,78.62,56.57
1.944,0.000,0.000,78.25,56.43
1.944,0.000,0.000,78.25,56.43
1.960,0.000,0.000,77.79,56.58
1.960,0.000,0.000,77.79,56.58
2.000,0.000,0.000,77.23,57.37
2.000,0.000,0.000,77.23,57.37
2.015,0.000,0.000,76.60,58.03
2.015,0.000,0.000,76.60,58.03
2.015,0.000,0.000,75.97,60.32
2.015,0.000,0.000,75.97,60.32
2.024,0.000,0.000,75.40,61.81
2.024,0.000,0.000,75.40,61.81
2.041,0.000,0.000,74.82,62.31
2.041,0.000,0.000,74.82,62.31
2.056,0.000,0.000,74.18,62.83
2.056,0.000,0.000,74.18,62.83
2.073,0.000,0.000,73.47,63.93
2.073,0.000,0.000,73.47,63.93
2.089,0.000,0.000,72.72,63.67
2.089,0.000,0.000,72.72,63.67
2.104,0.000,0.000,71.98,63.82
2.104,0.000,0.000,71.98,63.82
2.121,0.000,0.000,71.28,64.29
2.121,0.000,0.000,71.28,64.29
2.142,0.000,0.000,70.58,64.32
2.142,0.000,0.000,70.58,64.32
2.152,0.000,0.000,69.90,64.73
2.152,0.000,0.000,69.90,64.73
2.168,0.000,0.000,69.26,64.12
2.168,0.000,0.000,69.26,64.12
2.188,0.000,0.000,68.67,63.26
2.188,0.000,0.000,68.67,63.26
2.200,0.000,0.000,68.11,62.86
2.200,0.000,0.000,68.11,62.86
2.216,0.000,0.000,67.58,62.26
2.216,0.000,0.000,67.58,62.26
2.245,0.000,0.000,67.04,60.99
2.245,0.000,0.000,67.04,60.99
2.248,0.000,0.000,66.40,61.28
2.248,0.000,0.000,66.40,61.28
2.264,0.000,0.000,65.70,61.91
2.264,0.000,0.000,65.70,61.91
2.297,0.000,0.000,64.96,62.51
2.298,0.000,0.000,64.96,62.51
2.299,0.000,0.000,64.21,63.32
2.299,0.000,0.000,64.21,63.32
2.313,0.000,0.000,63.49,64.72
2.313,0.000,0.000,63.49,64.72
2.338,0.000,0.000,62.72,64.51
2.338,0.000,0.000,62.72,64.51
2.344,0.000,0.000,61.81,66.54
2.344,0.000,0.000,61.81,66.54
2.361,0.000,0.000,60.82,67.81
2.361,0.000,0.000,60.82,67.81
2.383,0.000,0.000,59.89,68.90
2.383,0.000,0.000,59.89,68.90
2.394,0.000,0.000,59.10,68.85
2.394,0.000,0.000,59.10,68.85
2.409,0.000,0.000,58.44,68.84
2.409,0.000,0.000,58.44,68.84
2.425,0.000,0.000,57.89,66.10
2.425,0.000,0.000,57.89,66.10
2.466,0.000,0.000,57.46,63.32
2.466,0.000,0.000,57.46,63.32
2.466,0.000,0.000,57.11,60.55
2.466,0.000,0.000,57.11,60.55
2.472,0.000,0.000,56.81,58.83
2.473,0.000,0.000,56.81,58.83
2.489,0.000,0.000,56.58,57.00
2.489,0.000,0.000,56.58,57.00
2.504,0.000,0.000,56.47,55.11
2.504,0.000,0.000,56.47,55.11
2.521,0.000,0.000,56.47,53.59
2.521,0.000,0.000,56.47,53.59
2.538,0.000,0.000,56.50,52.23
2.538,0.000,0.000,56.50,52.23
2.553,0.000,0.000,56.60,50.48
2.553,0.000,0.000,56.60,50.48
2.568,0.000,0.000,56.74,49.21
2.568,0.000,0.000,56.74,49.21
2.588,0.000,0.000,56.92,48.23
2.588,0.000,0.000,56.92,48.23
2.600,0.000,0.000,57.24,47.09
2.600,0.000,0.000,57.24,47.09
2.616,0.000,0.000,57.75,45.61
2.616,0.000,0.000,57.75,45.61
2.638,0.000,0.000,58.41,43.98
2.638,0.000,0.000,58.41,43.98
2.648,0.000,0.000,59.10,42.48
2.648,0.000,0.000,59.10,42.48
2.665,0.000,0.000,59.78,41.27
2.665,0.000,0.000,59.78,41.27
2.690,0.000,0.000,60.45,40.45
2.690,0.000,0.000,60.45,40.45
2.697,0.000,0.000,61.14,40.06
2.697,0.000,0.000,61.14,40.06
2.713,0.000,0.000,61.99,39.61
2.713,0.000,0.000,61.99,39.61
2.742,0.000,0.000,63.01,39.06
2.742,0.000,0.000,63.01,39.06
2.744,0.000,0.000,63.98,38.19
2.744,0.000,0.000,63.98,38.19
2.761,0.000,0.000,64.81,37.99
2.761,0.000,0.000,64.81,37.99
2.784,0.000,0.000,65.53,37.89
2.784,0.000,0.000,65.53,37.89
2.792,0.000,0.000,66.20,38.24
2.793,0.000,0.000,66.20,38.24
2.809,0.000,0.000,66.92,38.70
2.809,0.000,0.000,66.92,38.70
2.825,0.000,0.000,67.80,39.10
2.825,0.000,0.000,67.80,39.10
2.866,0.000,0.000,68.78,39.64
2.866,0.000,0.000,68.78,39.64
2.867,0.000,0.000,69.71,36.62
2.867,0.000,0.000,69.71,36.62
2.872,0.000,0.000,70.57,35.96
2.872,0.000,0.000,70.57,35.96
2.890,0.000,0.000,71.33,35.87
2.890,0.000,0.000,71.33,35.87
2.905,0.000,0.000,72.15,36.02
2.905,0.000,0.000,72.15,36.02
2.920,0.000,0.000,73.14,35.37
2.920,0.000,0.000,73.14,35.37
2.939,0.000,0.000,74.21,37.43
2.939,0.000,0.000,74.21,37.43
2.953,0.000,0.000,75.04,37.87
2.953,0.000,0.000,75.04,37.87
2.968,0.000,0.000,75.62,38.20
2.968,0.000,0.000,75.62,38.20
2.989,0.000,0.000,76.06,38.92
2.989,0.000,0.000,76.06,38.92
3.000,0.000,0.000,76.53,40.03
3.000,0.000,0.000,76.53,40.03
3.017,0.000,0.000,77.17,40.95
3.017,0.000,0.000,77.17,40.95
3.038,0.000,0.000,78.01,41.06
3.038,0.000,0.000,78.01,41.06
3.049,0.000,0.000,79.03,39.93
3.049,0.000,0.000,79.03,39.93
3.064,0.000,0.000,79.94,38.84
3.064,0.000,0.000,79.94,38.84
3.088,0.000,0.000,80.68,38.48
3.088,0.000,0.000,80.68,38.48
3.096,0.000,0.000,81.32,38.26
3.096,0.000,0.000,81.32,38.26
3.113,0.000,0.000,81.97,38.66
3.113,0.000,0.000,81.97,38.66
3.139,0.000,0.000,82.90,38.97
3.139,0.000,0.000,82.90,38.97
3.145,0.000,0.000,84.28,38.05
3.145,0.000,0.000,84.28,38.05
3.161,0.000,0.000,86.03,36.14
3.161,0.000,0.000,86.03,36.14
3.183,0.000,0.000,87.41,35.24
3.183,0.000,0.000,87.41,35.24
3.193,0.000,0.000,88.22,35.02
3.193,0.000,0.000,88.22,35.02
3.209,0.000,0.000,89.03,35.13
3.209,0.000,0.000,89.03,35.13
3.225,0.000,0.000,89.88,35.86
3.225,0.000,0.000,89.88,35.86
3.246,0.000,0.000,90.42,38.06
3.246,0.000,0.000,90.42,38.06
3.257,0.000,0.000,90.70,40.28
3.257,0.000,0.000,90.70,40.28
3.273,0.000,0.000,90.30,43.29
3.273,0.000,0.000,90.30,43.29
3.290,0.000,0.000,89.38,48.59
3.290,0.000,0.000,89.38,48.59
3.305,0.000,0.000,88.21,56.24
3.305,0.000,0.000,88.21,56.24
3.321,0.000,0.000,87.62,60.90
3.321,0.000,0.000,87.62,60.90
3.340,0.000,0.000,87.00,65.06
3.340,0.000,0.000,87.00,65.06
3.352,0.000,0.000,85.76,69.82
3.352,0.000,0.000,85.76,69.82
3.369,0.000,0.000,84.21,72.92
3.369,0.000,0.000,84.21,72.92
3.397,0.000,0.000,82.17,77.33
3.397,0.000,0.000,82.17,77.33
3.400,0.000,0.000,80.62,83.53
3.400,0.000,0.000,80.62,83.53
3.416,0.000,0.000,79.33,87.90
3.416,0.000,0.000,79.33,87.90
3.446,0.000,0.000,78.28,84.90
3.446,0.000,0.000,78.28,84.90
3.449,0.000,0.000,77.51,81.54
3.449,0.000,0.000,77.51,81.54
3.464,0.000,0.000,76.81,74.26
3.464,0.000,0.000,76.81,74.26
3.491,0.000,0.000,76.24,68.57
3.491,0.000,0.000,76.24,68.57
3.497,0.000,0.000,75.91,63.78
3.497,0.000,0.000,75.91,63.78
3.512,0.000,0.000,75.80,60.29
3.512,0.000,0.000,75.80,60.29
3.540,0.000,0.000,75.78,56.44
3.540,0.000,0.000,75.78,56.44
3.545,0.000,0.000,75.69,53.87
3.545,0.000,0.000,75.69,53.87
3.560,0.000,0.000,75.71,51.62
3.561,0.000,0.000,75.71,51.62
3.584,0.000,0.000,76.00,49.46
3.584,0.000,0.000,76.00,49.46
3.595,0.000,0.000,76.05,48.91
3.595,0.000,0.000,76.05,48.91
3.608,0.000,0.000,76.04,48.87
3.608,0.000,0.000,76.04,48.87
3.624,0.000,0.000,75.49,50.50
3.624,0.000,0.000,75.49,50.50
3.645,0.000,0.000,75.21,51.36
3.645,0.000,0.000,75.21,51.36
3.657,0.000,0.000,74.76,54.63
3.657,0.000,0.000,74.76,54.63
3.673,0.000,0.000,73.86,58.46
3.674,0.000,0.000,73.86,58.46
3.715,0.000,0.000,72.50,64.19
3.715,0.000,0.000,72.50,64.19
3.715,0.000,0.000,71.08,68.19
3.715,0.000,0.000,71.08,68.19
3.721,0.000,0.000,70.04,73.08
3.721,0.000,0.000,70.04,73.08
3.739,0.000,0.000,69.17,74.94
3.739,0.000,0.000,69.17,74.94
3.754,0.000,0.000,68.26,74.84
3.754,0.000,0.000,68.26,74.84
3.769,0.000,0.000,67.25,73.57
3.769,0.000,0.000,67.25,73.57
3.812,0.000,0.000,66.16,71.81
3.812,0.000,0.000,66.16,71.81
3.812,0.000,0.000,65.03,72.21
3.812,0.000,0.000,65.03,72.21
3.817,0.000,0.000,63.92,72.98
3.817,0.000,0.000,63.92,72.98
3.839,0.000,0.000,62.91,74.17
3.839,0.000,0.000,62.91,74.17
3.848,0.000,0.000,61.81,74.51
3.848,0.000,0.000,61.81,74.51
3.865,0.000,0.000,60.42,75.97
3.865,0.000,0.000,60.42,75.97
3.889,0.000,0.000,58.88,77.12
3.889,0.000,0.000,58.88,77.12
3.896,0.000,0.000,57.22,82.03
3.896,0.000,0.000,57.22,82.03
3.912,0.000,0.000,55.53,85.85
3.912,0.000,0.000,55.53,85.85
3.940,0.000,0.000,53.74,87.62
3.940,0.000,0.000,53.74,87.62
3.944,0.000,0.000,51.89,95.47
3.945,0.000,0.000,51.89,95.47
3.961,0.000,0.000,50.10,97.58
3.961,0.000,0.000,50.10,97.58
3.987,0.000,0.000,48.34,96.34
3.987,0.000,0.000,48.34,96.34
4.002,0.000,0.000,46.66,94.48
4.002,0.000,0.000,46.66,94.48
4.008,0.000,0.000,45.16,97.07
4.008,0.000,0.000,45.16,97.07
4.031,0.000,0.000,43.85,87.90
4.031,0.000,0.000,43.85,87.90
4.040,0.000,0.000,42.78,83.56
4.040,0.000,0.000,42.78,83.56
4.057,0.000,0.000,41.91,77.90
4.057,0.000,0.000,41.91,77.90
4.074,0.000,0.000,41.19,72.98
4.074,0.000,0.000,41.19,72.98
4.113,0.000,0.000,40.63,64.92
4.113,0.000,0.000,40.63,64.92
4.113,0.000,0.000,40.19,62.34
4.113,0.000,0.000,40.19,62.34
4.121,0.000,0.000,39.90,58.80
4.121,0.000,0.000,39.90,58.80
4.139,0.000,0.000,39.76,55.68
4.139,0.000,0.000,39.76,55.68
4.153,0.000,0.000,39.69,53.15
4.153,0.000,0.000,39.69,53.15
4.169,0.000,0.000,39.77,51.57
4.169,0.000,0.000,39.77,51.57
4.189,0.000,0.000,40.00,48.38
4.189,0.000,0.000,40.00,48.38
4.200,0.000,0.000,40.52,45.28
4.200,0.000,0.000,40.52,45.28
4.216,0.000,0.000,41.33,42.82
4.216,0.000,0.000,41.33,42.82
4.239,0.000,0.000,42.39,40.31
4.239,0.000,0.000,42.39,40.31
4.249,0.000,0.000,43.58,38.28
4.249,0.000,0.000,43.58,38.28
4.265,0.000,0.000,44.85,36.49
4.265,0.000,0.000,44.85,36.49
4.289,0.000,0.000,46.26,35.68
4.289,0.000,0.000,46.26,35.68
4.297,0.000,0.000,47.76,34.76
4.297,0.000,0.000,47.76,34.76
4.313,0.000,0.000,49.22,34.37
4.313,0.000,0.000,49.22,34.37
4.340,0.000,0.000,50.60,34.18
4.340,0.000,0.000,50.60,34.18
4.345,0.000,0.000,51.87,34.20
4.345,0.000,0.000,51.87,34.20
4.361,0.000,0.000,53.03,34.35
4.361,0.000,0.000,53.03,34.35
4.405,0.000,0.000,54.15,35.02
4.405,0.000,0.000,54.15,35.02
4.418,0.000,0.000,55.27,36.07
4.418,0.000,0.000,55.27,36.07
4.418,0.000,0.000,56.35,34.31
4.418,0.000,0.000,56.35,34.31
4.425,0.000,0.000,57.40,34.39
4.425,0.000,0.000,57.40,34.39
4.440,0.000,0.000,58.36,34.56
4.440,0.000,0.000,58.36,34.56
4.457,0.000,0.000,59.15,34.86
4.457,0.000,0.000,59.15,34.86
4.473,0.000,0.000,59.89,34.81
4.473,0.000,0.000,59.89,34.81
4.489,0.000,0.000,60.82,37.54
4.489,0.000,0.000,60.82,37.54
4.505,0.000,0.000,62.06,37.42
4.505,0.000,0.000,62.06,37.42
4.521,0.000,0.000,63.49,36.64
4.521,0.000,0.000,63.49,36.64
4.540,0.000,0.000,64.87,36.00
4.540,0.000,0.000,64.87,36.00
4.553,0.000,0.000,66.22,34.86
4.553,0.000,0.000,66.22,34.86
4.569,0.000,0.000,67.50,34.42
4.569,0.000,0.000,67.50,34.42
4.596,0.000,0.000,68.68,34.50
4.596,0.000,0.000,68.68,34.50
4.601,0.000,0.000,69.74,34.98
4.601,0.000,0.000,69.74,34.98
4.616,0.000,0.000,70.65,35.22
4.616,0.000,0.000,70.65,35.22
4.641,0.000,0.000,71.25,36.78
4.641,0.000,0.000,71.25,36.78
4.648,0.000,0.000,71.72,38.22
4.648,0.000,0.000,71.72,38.22
4.664,0.000,0.000,72.28,39.54
4.664,0.000,0.000,72.28,39.54
4.689,0.000,0.000,72.90,40.56
4.689,0.000,0.000,72.90,40.56
4.697,0.000,0.000,73.49,41.37
4.697,0.000,0.000,73.49,41.37
4.713,0.000,0.000,74.05,41.28
4.713,0.000,0.000,74.05,41.28
4.739,0.000,0.000,74.63,41.14
4.739,0.000,0.000,74.63,41.14
4.745,0.000,0.000,75.36,40.76
4.745,0.000,0.000,75.36,40.76
4.760,0.000,0.000,76.24,39.97
4.760,0.000,0.000,76.24,39.97
4.785,0.000,0.000,77.27,39.30
4.785,0.000,0.000,77.27,39.30
4.792,0.000,0.000,78.48,37.74
4.792,0.000,0.000,78.48,37.74
4.809,0.000,0.000,79.66,36.82
4.809,0.000,0.000,79.66,36.82
4.833,0.000,0.000,80.71,36.43
4.833,0.000,0.000,80.71,36.43
4.844,0.000,0.000,81.53,36.56
4.844,0.000,0.000,81.53,36.56
4.857,0.000,0.000,82.18,36.84
4.857,0.000,0.000,82.18,36.84
4.872,0.000,0.000,82.78,38.20
4.872,0.000,0.000,82.78,38.20
4.890,0.000,0.000,83.45,39.16
4.890,0.000,0.000,83.45,39.16
4.905,0.000,0.000,84.08,39.83
4.905,0.000,0.000,84.08,39.83
4.920,0.000,0.000,84.51,40.67
4.920,0.000,0.000,84.51,40.67
4.940,0.000,0.000,84.83,41.89
4.940,0.000,0.000,84.83,41.89
4.953,0.000,0.000,85.20,42.28
4.953,0.000,0.000,85.20,42.28
4.969,0.000,0.000,85.64,42.78
4.969,0.000,0.000,85.64,42.78
5.016,0.000,0.000,86.06,43.45
5.016,0.000,0.000,86.06,43.45
5.016,0.000,0.000,86.51,43.53
5.016,0.000,0.000,86.51,43.53
5.017,0.000,0.000,86.82,43.28
5.017,0.000,0.000,86.82,43.28
5.043,0.000,0.000,87.01,44.03
5.043,0.000,0.000,87.01,44.03
5.049,0.000,0.000,87.22,44.73
5.049,0.000,0.000,87.22,44.73
5.065,0.000,0.000,87.40,45.40
5.065,0.000,0.000,87.40,45.40
5.089,0.000,0.000,87.62,46.04
5.089,0.000,0.000,87.62,46.04
5.097,0.000,0.000,87.90,46.22
5.097,0.000,0.000,87.90,46.22
5.113,0.000,0.000,87.94,46.68
5.113,0.000,0.000,87.94,46.68
5.139,0.000,0.000,87.80,47.78
5.139,0.000,0.000,87.80,47.78
5.144,0.000,0.000,87.48,49.52
5.144,0.000,0.000,87.48,49.52
5.160,0.000,0.000,86.87,52.42
5.160,0.000,0.000,86.87,52.42
5.183,0.000,0.000,86.10,56.57
5.183,0.000,0.000,86.10,56.57
5.192,0.000,0.000,85.14,60.97
5.192,0.000,0.000,85.14,60.97
5.208,0.000,0.000,84.05,65.48
5.208,0.000,0.000,84.05,65.48
5.224,0.000,0.000,82.65,70.84
5.224,0.000,0.000,82.65,70.84
5.244,0.000,0.000,80.86,75.86
5.244,0.000,0.000,80.86,75.86
5.257,0.000,0.000,78.88,84.92
5.257,0.000,0.000,78.88,84.92
5.272,0.000,0.000,76.78,92.27
5.272,0.000,0.000,76.78,92.27
5.290,0.000,0.000,74.67,98.18
5.290,0.000,0.000,74.67,98.18
5.305,0.000,0.000,72.73,100.00
5.305,0.000,0.000,72.73,100.00
5.321,0.000,0.000,71.01,100.00
5.321,0.000,0.000,71.01,100.00
5.341,0.000,0.000,69.43,98.87
5.341,0.000,0.000,69.43,98.87
5.353,0.000,0.000,67.82,95.21
5.353,0.000,0.000,67.82,95.21
5.369,0.000,0.000,66.12,93.65
5.369,0.000,0.000,66.12,93.65
5.391,0.000,0.000,64.29,91.43
5.391,0.000,0.000,64.29,91.43
5.401,0.000,0.000,62.46,92.79
5.401,0.000,0.000,62.46,92.79
5.417,0.000,0.000,60.70,94.22
5.417,0.000,0.000,60.70,94.22
5.444,0.000,0.000,59.01,94.32
5.444,0.000,0.000,59.01,94.32
5.449,0.000,0.000,57.44,93.73
5.449,0.000,0.000,57.44,93.73
5.465,0.000,0.000,55.92,92.71
5.465,0.000,0.000,55.92,92.71
5.496,0.000,0.000,54.29,88.63
5.496,0.000,0.000,54.29,88.63
5.497,0.000,0.000,52.37,93.70
5.497,0.000,0.000,52.37,93.70
5.512,0.000,0.000,50.39,96.24
5.512,0.000,0.000,50.39,96.24
5.541,0.000,0.000,48.44,98.31
5.541,0.000,0.000,48.44,98.31
5.547,0.000,0.000,46.53,98.52
5.547,0.000,0.000,46.53,98.52
5.562,0.000,0.000,44.84,98.69
5.562,0.000,0.000,44.84,98.69
